stock_code
sh.600000
sh.600009
sh.600010
sh.600011
sh.600015
sh.600016
sh.600018
sh.600019
sh.600025
sh.600028
sh.600029
sh.600030
sh.600031
sh.600036
sh.600039
sh.600048
sh.600050
sh.600061
sh.600085
sh.600089
sh.600104
sh.600111
sh.600115
sh.600132
sh.600150
sh.600176
sh.600183
sh.600188
sh.600196
sh.600219
sh.600233
sh.600276
sh.600309
sh.600332
sh.600346
sh.600362
sh.600383
sh.600406
sh.600426
sh.600436
sh.600438
sh.600460
sh.600519
sh.600547
sh.600570
sh.600584
sh.600585
sh.600588
sh.600600
sh.600606
sh.600660
sh.600674
sh.600690
sh.600741
sh.600745
sh.600760
sh.600763
sh.600795
sh.600803
sh.600809
sh.600837
sh.600845
sh.600884
sh.600886
sh.600887
sh.600893
sh.600900
sh.600905
sh.600918
sh.600919
sh.600926
sh.600941
sh.600958
sh.600989
sh.600999
sh.601006
sh.601009
sh.601012
sh.601021
sh.601066
sh.601088
sh.601100
sh.601111
sh.601117
sh.601138
sh.601155
sh.601166
sh.601169
sh.601186
sh.601211
sh.601216
sh.601225
sh.601229
sh.601236
sh.601238
sh.601288
sh.601318
sh.601319
sh.601328
sh.601336
sh.601360
sh.601377
sh.601390
sh.601398
sh.601600
sh.601601
sh.601615
sh.601618
sh.601628
sh.601633
sh.601658
sh.601668
sh.601669
sh.601688
sh.601689
sh.601698
sh.601728
sh.601766
sh.601788
sh.601799
sh.601800
sh.601808
sh.601816
sh.601818
sh.601838
sh.601857
sh.601865
sh.601868
sh.601877
sh.601878
sh.601881
sh.601888
sh.601898
sh.601899
sh.601901
sh.601919
sh.601939
sh.601966
sh.601985
sh.601988
sh.601989
sh.601995
sh.601998
sh.603019
sh.603185
sh.603195
sh.603259
sh.603260
sh.603288
sh.603290
sh.603369
sh.603392
sh.603486
sh.603501
sh.603659
sh.603799
sh.603806
sh.603833
sh.603882
sh.603899
sh.603986
sh.603993
sh.605117
sh.605499
sh.688005
sh.688008
sh.688012
sh.688036
sh.688065
sh.688111
sh.688126
sh.688169
sh.688187
sh.688303
sh.688363
sh.688396
sh.688561
sh.688599
sh.688981
sz.000001
sz.000002
sz.000063
sz.000069
sz.000100
sz.000157
sz.000166
sz.000301
sz.000333
sz.000338
sz.000408
sz.000425
sz.000538
sz.000568
sz.000596
sz.000625
sz.000651
sz.000661
sz.000708
sz.000723
sz.000725
sz.000733
sz.000768
sz.000776
sz.000786
sz.000792
sz.000800
sz.000858
sz.000876
sz.000877
sz.000895
sz.000938
sz.000963
sz.000977
sz.001289
sz.001979
sz.002001
sz.002007
sz.002008
sz.002027
sz.002032
sz.002049
sz.002050
sz.002064
sz.002074
sz.002120
sz.002129
sz.002142
sz.002179
sz.002180
sz.002202
sz.002230
sz.002236
sz.002241
sz.002252
sz.002271
sz.002304
sz.002311
sz.002352
sz.002371
sz.002410
sz.002414
sz.002415
sz.002459
sz.002460
sz.002466
sz.002475
sz.002493
sz.002555
sz.002594
sz.002600
sz.002601
sz.002602
sz.002648
sz.002709
sz.002714
sz.002736
sz.002756
sz.002812
sz.002821
sz.002841
sz.002916
sz.002920
sz.002938
sz.003816
sz.300014
sz.300015
sz.300033
sz.300059
sz.300122
sz.300124
sz.300142
sz.300207
sz.300223
sz.300274
sz.300316
sz.300347
sz.300408
sz.300413
sz.300433
sz.300450
sz.300454
sz.300496
sz.300498
sz.300529
sz.300595
sz.300601
sz.300628
sz.300661
sz.300750
sz.300751
sz.300759
sz.300760
sz.300763
sz.300769
sz.300782
sz.300896
sz.300919
sz.300957
sz.300979
sz.300999
