日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2019-03-19,300763,5.82,7.29,7.29,5.82,96,363287.0,32.03,58.82,2.7,0.05
2019-03-20,300763,8.18,8.18,8.18,8.18,27,113940.0,0.0,12.21,0.89,0.01
2019-03-21,300763,9.15,9.15,9.15,9.15,43,198909.0,0.0,11.86,0.97,0.02
2019-03-22,300763,10.22,10.22,10.22,10.22,244,1247191.0,0.0,11.69,1.07,0.12
2019-03-25,300763,11.4,11.4,11.4,11.4,451,2533267.0,0.0,11.55,1.18,0.23
2019-03-26,300763,12.7,12.7,12.7,12.7,769,4751651.0,0.0,11.4,1.3,0.38
2019-03-27,300763,14.12,14.12,14.12,14.12,1310,8905973.0,0.0,11.18,1.42,0.66
2019-03-28,300763,15.69,14.66,15.69,14.59,114638,819629696.0,7.79,3.82,0.54,57.32
2019-03-29,300763,13.95,13.88,14.11,13.31,71999,479316208.0,5.46,-5.32,-0.78,36.0
2019-04-01,300763,13.67,14.01,14.38,13.44,66833,447948800.0,6.77,0.94,0.13,33.42
2019-04-02,300763,14.0,13.84,14.0,13.63,51483,343032640.0,2.64,-1.21,-0.17,25.74
2019-04-03,300763,13.76,13.42,13.76,13.36,45144,295013264.0,2.89,-3.03,-0.42,22.57
2019-04-04,300763,13.36,13.79,13.91,13.36,47901,316470912.0,4.1,2.76,0.37,23.95
2019-04-08,300763,13.74,13.51,14.01,13.51,43257,286245728.0,3.63,-2.03,-0.28,21.63
2019-04-09,300763,13.3,12.56,13.3,12.4,41636,256689466.0,6.66,-7.03,-0.95,20.82
2019-04-10,300763,12.54,12.52,12.7,12.42,19066,116543031.0,2.23,-0.32,-0.04,9.53
2019-04-11,300763,12.6,12.28,12.63,12.21,20083,121398397.0,3.35,-1.92,-0.24,10.04
2019-04-12,300763,12.28,11.98,12.4,11.73,24242,142733378.0,5.46,-2.44,-0.3,12.12
2019-04-15,300763,12.02,11.96,12.22,11.94,16410,97095845.0,2.34,-0.17,-0.02,8.21
2019-04-16,300763,11.95,12.17,12.17,11.59,21245,123487981.0,4.85,1.76,0.21,10.62
2019-04-17,300763,12.1,12.16,12.26,12.05,17139,101978028.0,1.73,-0.08,-0.01,8.57
2019-04-18,300763,12.16,12.06,12.21,11.94,15903,93922553.0,2.22,-0.82,-0.1,7.95
2019-04-19,300763,11.93,12.19,12.21,11.89,15621,92449099.0,2.65,1.08,0.13,7.81
2019-04-22,300763,12.19,11.84,12.19,11.72,17630,102970160.0,3.86,-2.87,-0.35,8.81
2019-04-23,300763,11.72,11.89,12.18,11.63,19616,114884351.0,4.65,0.42,0.05,9.81
2019-04-24,300763,11.74,11.44,11.88,11.17,19728,111522012.0,5.97,-3.78,-0.45,9.86
2019-04-25,300763,11.36,10.45,11.45,10.4,22389,121245443.0,9.18,-8.65,-0.99,11.19
2019-04-26,300763,10.4,10.19,10.4,10.05,17200,87936848.0,3.35,-2.49,-0.26,8.6
2019-04-29,300763,10.19,9.39,10.32,9.39,18608,91917268.0,9.13,-7.85,-0.8,9.3
2019-04-30,300763,9.41,9.44,9.62,9.34,10482,50199744.0,2.98,0.53,0.05,5.24
2019-05-06,300763,8.65,8.61,9.06,8.35,15843,70487346.0,7.52,-8.79,-0.83,7.92
2019-05-07,300763,8.81,9.05,9.06,8.64,17510,78901457.0,4.88,5.11,0.44,8.76
2019-05-08,300763,8.8,9.06,9.29,8.72,17168,78808034.0,6.3,0.11,0.01,8.58
2019-05-09,300763,8.96,8.97,9.26,8.87,13312,61317280.0,4.3,-0.99,-0.09,6.66
2019-05-10,300763,9.12,9.18,9.24,8.7,18298,84373356.0,6.02,2.34,0.21,9.15
2019-05-13,300763,9.03,8.97,9.14,8.89,10431,47825356.0,2.72,-2.29,-0.21,5.22
2019-05-14,300763,8.78,8.8,8.94,8.73,10007,44986022.0,2.34,-1.9,-0.17,5.0
2019-05-15,300763,8.82,9.1,9.12,8.82,14642,66821247.0,3.41,3.41,0.3,7.32
