日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2008-01-02,600001,7.97,8.23,8.45,7.8,628283,517840550.0,8.17,3.39,0.27,2.54
2008-01-03,600001,8.23,9.07,9.07,8.15,1167319,1035966515.0,11.18,10.21,0.84,4.73
2008-01-04,600001,9.45,9.34,9.6,9.16,1833267,1742365707.0,4.85,2.98,0.27,7.43
2008-01-07,600001,9.24,9.74,10.05,9.2,1477767,1462405442.0,9.1,4.28,0.4,5.99
2008-01-08,600001,9.75,9.5,9.93,9.35,1070332,1049550161.0,5.95,-2.46,-0.24,4.34
2008-01-09,600001,9.49,9.64,9.7,9.43,618733,601119510.0,2.84,1.47,0.14,2.51
2008-01-10,600001,9.72,10.09,10.41,9.72,1254358,1292204696.0,7.16,4.67,0.45,5.08
2008-01-11,600001,10.06,9.97,10.19,9.84,449547,454466784.0,3.47,-1.19,-0.12,1.82
2008-01-14,600001,10.03,10.61,10.9,9.86,1072858,1143369396.0,10.43,6.42,0.64,4.35
2008-01-15,600001,10.61,10.77,10.85,10.33,785105,846134781.0,4.9,1.51,0.16,3.18
2008-01-16,600001,10.63,10.26,10.66,10.2,604463,638597022.0,4.27,-4.74,-0.51,2.45
2008-01-17,600001,10.1,9.98,10.35,9.41,857290,857836434.0,9.16,-2.73,-0.28,3.47
2008-01-18,600001,9.98,9.82,10.07,9.55,430043,428428416.0,5.21,-1.6,-0.16,1.74
2008-01-21,600001,9.83,9.56,9.9,9.36,512102,499462198.0,5.5,-2.65,-0.26,2.07
2008-01-22,600001,9.35,8.8,9.5,8.59,834541,767147767.0,9.52,-7.95,-0.76,3.38
2008-01-23,600001,9.03,9.58,9.7,9.03,1052740,1008574430.0,7.61,8.86,0.78,4.26
2008-01-24,600001,9.63,9.92,9.99,9.25,859243,844871024.0,7.72,3.55,0.34,3.48
2008-01-25,600001,9.75,9.8,10.23,9.56,601395,607753910.0,6.75,-1.21,-0.12,2.44
2008-01-28,600001,9.65,9.07,9.74,8.88,394796,367978349.0,8.78,-7.45,-0.73,1.6
2008-01-29,600001,9.04,9.12,9.35,8.9,200038,185477311.0,4.96,0.55,0.05,0.81
2008-01-30,600001,9.3,9.12,9.41,8.86,227001,211757807.0,6.03,0.0,0.0,0.92
2008-01-31,600001,9.12,8.92,9.42,8.88,372267,347813939.0,5.92,-2.19,-0.2,1.51
2008-02-01,600001,8.87,8.68,9.05,8.03,339636,296059509.0,11.43,-2.69,-0.24,1.38
2008-02-04,600001,8.9,9.43,9.51,8.9,748298,705383738.0,7.03,8.64,0.75,3.03
