日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2011-11-02,300274,2.09,2.5,2.53,2.09,301201,1002758736.0,21.57,22.55,0.46,84.04
2011-11-03,300274,2.48,2.51,2.58,2.39,182736,630187104.0,7.6,0.4,0.01,50.99
2011-11-04,300274,2.5,2.52,2.63,2.44,133843,469739520.0,7.57,0.4,0.01,37.34
2011-11-07,300274,2.46,2.28,2.46,2.24,102644,340004752.0,8.73,-9.52,-0.24,28.64
2011-11-08,300274,2.24,2.29,2.37,2.24,63199,208208361.0,5.7,0.44,0.01,17.63
2011-11-09,300274,2.3,2.34,2.37,2.26,57344,189344094.0,4.8,2.18,0.05,16.0
2011-11-10,300274,2.28,2.29,2.41,2.24,66196,219302818.0,7.26,-2.14,-0.05,18.47
2011-11-11,300274,2.29,2.19,2.31,2.14,65167,208238119.0,7.42,-4.37,-0.1,18.18
2011-11-14,300274,2.22,2.33,2.41,2.22,72075,237841364.0,8.68,6.39,0.14,20.11
2011-11-15,300274,2.31,2.39,2.39,2.28,55947,186060184.0,4.72,2.58,0.06,15.61
2011-11-16,300274,2.41,2.42,2.58,2.41,101644,350610032.0,7.11,1.26,0.03,28.36
2011-11-17,300274,2.55,2.58,2.71,2.52,107857,383219264.0,7.85,6.61,0.16,30.09
2011-11-18,300274,2.51,2.61,2.68,2.49,87543,311787568.0,7.36,1.16,0.03,24.43
2011-11-21,300274,2.57,2.52,2.62,2.44,54029,188394023.0,6.9,-3.45,-0.09,15.08
2011-11-22,300274,2.52,2.69,2.72,2.49,83534,299903568.0,9.13,6.75,0.17,23.31
2011-11-23,300274,2.66,2.58,2.7,2.58,52500,188840618.0,4.46,-4.09,-0.11,14.65
2011-11-24,300274,2.52,2.59,2.66,2.5,49235,174626125.0,6.2,0.39,0.01,13.74
2011-11-25,300274,2.61,2.71,2.83,2.61,73589,270456336.0,8.49,4.63,0.12,20.53
2011-11-28,300274,2.64,2.59,2.71,2.56,48866,175281405.0,5.54,-4.43,-0.12,13.63
2011-11-29,300274,2.62,2.56,2.63,2.48,49742,174316711.0,5.79,-1.16,-0.03,13.88
2011-11-30,300274,2.56,2.39,2.6,2.28,58354,199236385.0,12.5,-6.64,-0.17,16.28
2011-12-01,300274,2.49,2.35,2.55,2.32,52220,180176123.0,9.62,-1.67,-0.04,14.57
2011-12-02,300274,2.29,2.3,2.33,2.2,31213,101961529.0,5.53,-2.13,-0.05,8.71
2011-12-05,300274,2.24,2.13,2.28,2.13,23394,74768827.0,6.52,-7.39,-0.17,6.53
2011-12-06,300274,2.1,2.17,2.18,2.07,28804,90153268.0,5.16,1.88,0.04,8.04
2011-12-07,300274,2.24,2.31,2.31,2.2,41591,135516059.0,5.07,6.45,0.14,11.6
2011-12-08,300274,2.26,2.36,2.38,2.18,37213,122121126.0,8.66,2.16,0.05,10.38
2011-12-09,300274,2.29,2.33,2.38,2.27,24804,82063896.0,4.66,-1.27,-0.03,6.92
2011-12-12,300274,2.32,2.34,2.39,2.29,14398,47871150.0,4.29,0.43,0.01,4.02
2011-12-13,300274,2.31,2.24,2.33,2.18,21402,69054091.0,6.41,-4.27,-0.1,5.97
2011-12-14,300274,2.24,2.24,2.29,2.2,13307,43084843.0,4.02,0.0,0.0,3.71
2011-12-15,300274,2.21,2.19,2.28,2.16,14201,45806048.0,5.36,-2.23,-0.05,3.96
2011-12-16,300274,2.2,2.36,2.36,2.15,22554,73371284.0,9.59,7.76,0.17,6.29
2011-12-19,300274,2.33,2.43,2.47,2.3,30259,102215167.0,7.2,2.97,0.07,8.44
2011-12-20,300274,2.41,2.36,2.51,2.33,22675,76671647.0,7.41,-2.88,-0.07,6.33
2011-12-21,300274,2.38,2.21,2.38,2.16,21062,68841980.0,9.32,-6.36,-0.15,5.88
2011-12-22,300274,2.15,2.15,2.2,1.99,20574,64236599.0,9.5,-2.71,-0.06,5.74
2011-12-23,300274,2.12,2.15,2.17,2.07,12311,38451216.0,4.65,0.0,0.0,3.44
2011-12-26,300274,2.12,2.09,2.19,2.09,7992,25125425.0,4.65,-2.79,-0.06,2.23
2011-12-27,300274,2.08,1.75,2.09,1.75,26984,77910699.0,16.27,-16.27,-0.34,7.53
2011-12-28,300274,1.65,1.65,1.69,1.55,18699,49913330.0,8.0,-5.71,-0.1,5.22
2011-12-29,300274,1.63,1.6,1.71,1.6,8330,22474099.0,6.67,-3.03,-0.05,2.32
2011-12-30,300274,1.62,1.69,1.7,1.6,12049,32772641.0,6.25,5.63,0.09,3.36
2012-01-04,300274,1.72,1.54,1.74,1.54,8034,21707266.0,11.83,-8.88,-0.15,2.24
2012-01-05,300274,1.45,1.4,1.52,1.25,25601,62283567.0,17.53,-9.09,-0.14,7.14
2012-01-06,300274,1.35,1.44,1.46,1.3,11436,28023412.0,11.43,2.86,0.04,3.19
2012-01-09,300274,1.41,1.56,1.57,1.35,18019,46471981.0,15.28,8.33,0.12,5.03
2012-01-10,300274,1.55,1.67,1.68,1.54,23770,63719013.0,8.97,7.05,0.11,6.63
2012-01-11,300274,1.66,1.66,1.7,1.63,19889,54026660.0,4.19,-0.6,-0.01,5.55
2012-01-12,300274,1.66,1.62,1.82,1.61,20452,56461944.0,12.65,-2.41,-0.04,5.71
2012-01-13,300274,1.61,1.45,1.62,1.43,19084,48858078.0,11.73,-10.49,-0.17,5.32
2012-01-16,300274,1.42,1.31,1.43,1.3,12576,30552912.0,8.97,-9.66,-0.14,3.51
2012-01-17,300274,1.31,1.45,1.48,1.28,13877,34353988.0,15.27,10.69,0.14,3.87
2012-01-18,300274,1.48,1.18,1.51,1.17,20224,49237751.0,23.45,-18.62,-0.27,5.64
2012-01-19,300274,1.18,1.25,1.3,1.11,16736,38808254.0,16.1,5.93,0.07,4.67
2012-01-20,300274,1.26,1.31,1.35,1.25,9010,21587500.0,8.0,4.8,0.06,2.51
