日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2008-01-02,600786,86.3,85.13,86.3,83.53,3657,30804814.0,3.28,0.81,0.68,0.29
2008-01-03,600786,85.13,83.98,85.13,83.52,3773,31685526.0,1.89,-1.35,-1.15,0.29
2008-01-04,600786,84.98,82.73,84.98,82.1,4621,38571644.0,3.43,-1.49,-1.25,0.36
2008-01-07,600786,82.73,84.1,84.1,81.02,8526,70386872.0,3.72,1.66,1.37,0.66
2008-01-08,600786,84.18,83.42,85.8,83.0,5167,43765846.0,3.33,-0.81,-0.68,0.4
2008-01-09,600786,83.3,85.8,86.0,83.01,7151,60737055.0,3.58,2.85,2.38,0.56
2008-01-10,600786,85.8,88.97,89.46,84.86,7874,68918789.0,5.36,3.69,3.17,0.61
2008-01-11,600786,88.9,89.99,90.88,88.03,3987,35701748.0,3.2,1.15,1.02,0.31
2008-01-14,600786,89.49,91.76,92.3,88.0,8864,80628747.0,4.78,1.97,1.77,0.69
2008-01-15,600786,91.5,92.17,93.88,91.2,8499,79022213.0,2.92,0.45,0.41,0.66
2008-01-16,600786,91.0,89.76,91.01,87.0,8664,77574257.0,4.35,-2.61,-2.41,0.68
2008-01-17,600786,88.01,86.02,89.67,82.0,5580,47843290.0,8.55,-4.17,-3.74,0.44
2008-01-18,600786,85.76,88.07,88.88,85.3,7805,67562390.0,4.16,2.38,2.05,0.61
2008-01-21,600786,88.0,86.13,88.9,85.6,4195,36851815.0,3.75,-2.2,-1.94,0.33
2008-01-22,600786,85.05,77.57,85.05,77.52,8882,72459904.0,8.74,-9.94,-8.56,0.69
2008-01-23,600786,77.3,83.55,84.58,77.3,7579,62302188.0,9.39,7.71,5.98,0.59
2008-01-24,600786,84.99,85.0,86.09,83.57,6570,55873939.0,3.02,1.74,1.45,0.51
2008-01-25,600786,85.0,82.2,85.0,81.32,2064,17152383.0,4.33,-3.29,-2.8,0.16
