日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2008-01-02,600019,12.73,12.52,12.83,12.2,538294,925331020.0,4.96,-1.34,-0.17,0.96
2008-01-03,600019,12.5,13.47,13.74,11.93,1382230,2404979760.0,14.46,7.59,0.95,2.46
2008-01-04,600019,13.36,13.32,13.69,13.25,844424,1536693466.0,3.27,-1.11,-0.15,1.5
2008-01-07,600019,13.3,13.46,13.7,13.01,612501,1118005184.0,5.18,1.05,0.14,1.09
2008-01-08,600019,13.65,13.76,14.45,13.56,1383994,2607406430.0,6.61,2.23,0.3,2.47
2008-01-09,600019,13.65,14.12,14.26,13.47,586734,1103588843.0,5.74,2.62,0.36,1.05
2008-01-10,600019,14.14,14.62,15.05,14.14,1013968,1980568332.0,6.44,3.54,0.5,1.81
2008-01-11,600019,14.91,14.59,14.91,14.25,647229,1245370460.0,4.51,-0.21,-0.03,1.15
2008-01-14,600019,14.73,14.66,14.85,14.37,418444,812777534.0,3.29,0.48,0.07,0.75
2008-01-15,600019,14.67,14.5,15.26,14.41,651899,1279405828.0,5.8,-1.09,-0.16,1.16
2008-01-16,600019,14.25,13.47,14.48,13.26,1007554,1863656965.0,8.41,-7.1,-1.03,1.8
2008-01-17,600019,13.25,12.78,13.48,12.25,1120520,1974064579.0,9.13,-5.12,-0.69,2.0
2008-01-18,600019,12.73,13.0,13.29,12.6,443528,783412482.0,5.4,1.72,0.22,0.79
2008-01-21,600019,13.02,11.62,13.27,11.53,928363,1578453114.0,13.38,-10.62,-1.38,1.65
2008-01-22,600019,11.25,10.6,11.53,10.02,1327868,2062763540.0,12.99,-8.78,-1.02,2.37
2008-01-23,600019,10.9,11.53,11.55,10.84,594497,949855056.0,6.7,8.77,0.93,1.06
2008-01-24,600019,11.95,11.33,11.95,11.05,679676,1095230128.0,7.81,-1.73,-0.2,1.21
2008-01-25,600019,11.25,11.31,11.62,10.55,682404,1078928324.0,9.44,-0.18,-0.02,1.22
2008-01-28,600019,11.24,10.25,11.24,10.1,588317,893764876.0,10.08,-9.37,-1.06,1.05
2008-01-29,600019,10.05,10.36,10.7,10.05,478211,721137520.0,6.34,1.07,0.11,0.85
2008-01-30,600019,10.55,10.35,10.82,10.02,434826,660179949.0,7.72,-0.1,-0.01,0.77
2008-01-31,600019,10.4,10.77,11.15,10.23,654130,1021838703.0,8.89,4.06,0.42,1.17
2008-02-01,600019,10.8,10.92,11.01,10.26,451977,700831227.0,6.96,1.39,0.15,0.81
2008-02-04,600019,11.36,12.49,12.49,11.36,1032665,1752110030.0,10.35,14.38,1.57,1.84
2008-02-05,600019,12.65,12.62,13.05,12.21,671016,1173835969.0,6.73,1.04,0.13,1.2
2008-02-13,600019,12.25,11.94,12.37,11.9,341867,575749920.0,3.72,-5.39,-0.68,0.61
2008-02-14,600019,12.33,12.21,12.6,12.08,259049,442092438.0,4.36,2.26,0.27,0.46
2008-02-15,600019,12.06,12.44,12.5,11.75,376242,633928367.0,6.14,1.88,0.23,0.67
2008-02-18,600019,12.41,12.74,13.2,11.85,734156,1280005862.0,10.85,2.41,0.3,1.31
2008-02-19,600019,12.75,13.35,13.56,12.65,957370,1729186437.0,7.14,4.79,0.61,1.71
2008-02-20,600019,13.4,12.94,13.81,12.91,626211,1132954291.0,6.74,-3.07,-0.41,1.12
2008-02-21,600019,12.8,13.66,14.13,12.75,1109267,2033712134.0,10.66,5.56,0.72,1.98
2008-02-22,600019,13.72,12.87,13.81,12.38,1025225,1817662726.0,10.47,-5.78,-0.79,1.83
2008-02-25,600019,12.9,12.92,13.6,12.45,967630,1723516134.0,8.94,0.39,0.05,1.72
2008-02-26,600019,13.6,12.45,13.75,11.83,1066579,1869854073.0,14.86,-3.64,-0.47,1.9
2008-02-27,600019,12.66,12.54,12.71,12.15,779326,1333674201.0,4.5,0.72,0.09,1.39
2008-02-28,600019,12.55,12.58,12.97,11.97,493567,849735562.0,7.97,0.32,0.04,0.88
2008-02-29,600019,12.33,12.37,12.66,12.15,511729,873445789.0,4.05,-1.67,-0.21,0.91
2008-03-03,600019,12.35,12.45,12.57,12.02,467990,799805248.0,4.45,0.65,0.08,0.83
2008-03-04,600019,12.45,11.67,12.6,11.58,807781,1354204868.0,8.19,-6.27,-0.78,1.44
2008-03-05,600019,11.53,10.9,11.53,10.4,1514887,2365209221.0,9.68,-6.6,-0.77,2.7
2008-03-06,600019,11.05,11.04,11.26,10.52,909931,1427710843.0,6.79,1.28,0.14,1.62
2008-03-07,600019,10.76,10.85,11.04,10.5,399277,620435241.0,4.89,-1.72,-0.19,0.71
2008-03-10,600019,10.75,10.37,10.76,10.2,630566,951967772.0,5.16,-4.42,-0.48,1.12
2008-03-11,600019,10.25,10.23,10.39,9.89,631224,940662283.0,4.82,-1.35,-0.14,1.12
2008-03-12,600019,10.63,9.75,10.75,9.7,562929,833066380.0,10.26,-4.69,-0.48,1.0
2008-03-13,600019,9.7,9.04,9.7,8.75,912878,1263452866.0,9.74,-7.28,-0.71,1.63
2008-03-14,600019,8.85,8.96,9.02,8.5,469492,632631538.0,5.75,-0.88,-0.08,0.84
2008-03-17,600019,8.87,8.26,8.87,8.24,340393,450717220.0,7.03,-7.81,-0.7,0.61
2008-03-18,600019,8.1,7.88,8.57,7.55,518689,661357457.0,12.35,-4.6,-0.38,0.92
2008-03-19,600019,8.15,8.45,8.85,8.01,560644,736302482.0,10.66,7.23,0.57,1.0
2008-03-20,600019,8.31,9.39,9.74,7.84,769535,1051749958.0,22.49,11.12,0.94,1.37
2008-03-21,600019,9.5,10.19,10.44,9.29,994854,1463981858.0,12.25,8.52,0.8,1.77
2008-03-24,600019,10.38,9.17,10.58,9.15,732293,1059953205.0,14.03,-10.01,-1.02,1.31
2008-03-25,600019,8.9,9.62,9.75,8.55,500548,707116982.0,13.09,4.91,0.45,0.89
2008-03-26,600019,9.63,9.6,10.06,9.35,389922,567287005.0,7.38,-0.21,-0.02,0.69
2008-03-27,600019,8.95,8.31,9.23,8.17,1191827,1567761471.0,11.04,-13.44,-1.29,2.12
2008-03-28,600019,8.13,8.72,8.89,7.23,1471938,1881896785.0,19.98,4.93,0.41,2.62
2008-03-31,600019,8.01,7.66,8.25,7.53,1113031,1406458876.0,8.26,-12.16,-1.06,1.98
2008-04-01,600019,7.64,6.58,7.65,6.46,1166760,1357711890.0,15.54,-14.1,-1.08,2.08
2008-04-02,600019,6.76,6.36,6.96,6.11,1282960,1445258947.0,12.92,-3.34,-0.22,2.29
2008-04-03,600019,6.23,6.96,7.08,6.13,847630,974086267.0,14.94,9.43,0.6,1.51
2008-04-07,600019,6.85,7.6,7.69,6.57,914265,1111184547.0,16.09,9.2,0.64,1.63
2008-04-08,600019,7.5,7.61,7.8,7.24,971522,1190500803.0,7.37,0.13,0.01,1.73
2008-04-09,600019,7.52,7.25,8.08,7.05,947924,1171696987.0,13.53,-4.73,-0.36,1.69
2008-04-10,600019,7.05,7.38,7.44,6.96,389702,465798310.0,6.62,1.79,0.13,0.69
2008-04-11,600019,7.52,7.35,7.71,7.2,330393,401179923.0,6.91,-0.41,-0.03,0.59
2008-04-14,600019,7.13,6.64,7.13,6.5,659440,754638746.0,8.57,-9.66,-0.71,1.18
2008-04-15,600019,6.53,6.56,6.76,6.0,573454,633070242.0,11.45,-1.2,-0.08,1.02
2008-04-16,600019,6.55,5.97,6.55,5.88,609680,661189439.0,10.21,-8.99,-0.59,1.09
2008-04-17,600019,6.0,5.5,6.43,5.21,919659,953633473.0,20.44,-7.87,-0.47,1.64
2008-04-18,600019,5.4,5.13,5.5,5.01,529559,526843721.0,8.91,-6.73,-0.37,0.94
2008-04-21,600019,5.9,5.38,6.03,5.13,1080676,1107980937.0,17.54,4.87,0.25,1.93
2008-04-22,600019,5.19,5.53,5.61,4.88,576209,570599129.0,13.57,2.79,0.15,1.03
2008-04-23,600019,5.43,6.21,6.3,5.31,1188870,1277761375.0,17.9,12.3,0.68,2.12
2008-04-24,600019,7.31,7.31,7.31,7.17,1590508,1915842167.0,2.25,17.71,1.1,2.83
2008-04-25,600019,7.46,8.15,8.52,7.45,2463242,3163979132.0,14.64,11.49,0.84,4.39
2008-04-29,600019,7.85,8.44,8.59,7.8,1153684,1513750563.0,9.69,3.56,0.29,2.06
2008-04-30,600019,8.5,9.17,9.27,8.47,1213686,1676082674.0,9.48,8.65,0.73,2.16
2008-05-05,600019,9.41,9.25,9.63,8.95,923711,1299134888.0,7.42,0.87,0.08,1.65
2008-05-06,600019,9.01,9.05,9.3,8.8,601249,829031067.0,5.41,-2.16,-0.2,1.07
2008-05-07,600019,9.02,8.2,9.28,8.1,886611,1189298224.0,13.04,-9.39,-0.85,1.58
2008-05-08,600019,8.01,8.58,8.6,7.86,617245,805547469.0,9.02,4.63,0.38,1.1
2008-05-09,600019,8.73,9.05,9.36,8.6,1324270,1826835063.0,8.86,5.48,0.47,2.36
2008-05-12,600019,8.95,9.34,9.5,8.68,907163,1267715270.0,9.06,3.2,0.29,1.62
2008-05-13,600019,9.05,9.56,9.9,8.92,958552,1346589584.0,10.49,2.36,0.22,1.71
2008-05-14,600019,9.56,9.61,9.8,9.25,627281,874523555.0,5.75,0.52,0.05,1.12
2008-05-15,600019,9.82,9.66,10.1,9.65,633260,905953643.0,4.68,0.52,0.05,1.13
2008-05-16,600019,9.76,9.45,9.96,9.18,515446,722224089.0,8.07,-2.17,-0.21,0.92
2008-05-19,600019,9.45,9.09,9.45,8.97,472884,639909096.0,5.08,-3.81,-0.36,0.84
2008-05-20,600019,9.1,8.71,9.5,8.58,440847,592830522.0,10.12,-4.18,-0.38,0.79
2008-05-21,600019,8.52,9.01,9.15,8.05,773154,993236682.0,12.63,3.44,0.3,1.38
2008-05-22,600019,8.75,8.7,9.15,8.45,573474,752256853.0,7.77,-3.44,-0.31,1.02
2008-05-23,600019,8.58,8.58,8.72,8.2,393645,505117238.0,5.98,-1.38,-0.12,0.7
2008-05-26,600019,8.4,7.86,8.4,7.85,417979,521429328.0,6.41,-8.39,-0.72,0.74
2008-05-27,600019,7.8,7.68,7.98,7.49,688901,834942233.0,6.23,-2.29,-0.18,1.23
2008-05-28,600019,7.79,8.23,8.27,7.55,603661,744385408.0,9.38,7.16,0.55,1.08
2008-05-29,600019,8.15,7.76,8.18,7.75,408215,504010672.0,5.22,-5.71,-0.47,0.73
2008-05-30,600019,7.9,7.96,8.1,7.68,263609,324092996.0,5.41,2.58,0.2,0.47
2008-06-02,600019,7.86,7.77,7.89,7.59,389961,473594514.0,3.77,-2.39,-0.19,0.69
2008-06-03,600019,7.76,7.78,7.99,7.6,368678,449684065.0,5.02,0.13,0.01,0.66
2008-06-04,600019,7.77,7.55,7.85,7.46,414264,497138923.0,5.01,-2.96,-0.23,0.74
2008-06-05,600019,7.49,7.14,7.5,7.02,380448,441759257.0,6.36,-5.43,-0.41,0.68
2008-06-06,600019,7.16,7.41,7.72,7.16,446080,530492320.0,7.84,3.78,0.27,0.79
2008-06-10,600019,7.02,6.57,7.04,6.3,447245,493394641.0,9.99,-11.34,-0.84,0.8
2008-06-11,600019,6.55,6.54,6.69,6.3,317959,346334412.0,5.94,-0.46,-0.03,0.57
2008-06-12,600019,6.5,6.46,6.54,6.07,358946,383935812.0,7.19,-1.22,-0.08,0.64
2008-06-13,600019,6.46,6.38,6.8,6.35,291575,318885113.0,6.97,-1.24,-0.08,0.52
2008-06-16,600019,6.44,6.47,6.72,6.15,356387,389149782.0,8.93,1.41,0.09,0.64
2008-06-17,600019,6.61,6.13,6.75,6.02,312167,339015144.0,11.28,-5.26,-0.34,0.56
2008-06-18,600019,6.13,6.52,6.83,5.75,724146,780062236.0,17.62,6.36,0.39,1.29
2008-06-19,600019,6.45,5.43,6.45,5.43,768295,783631011.0,15.64,-16.72,-1.09,1.37
2008-06-24,600019,5.4,4.66,5.4,4.45,1106881,1008365263.0,17.5,-14.18,-0.77,1.97
2008-06-25,600019,4.67,5.19,5.26,4.63,975006,907992291.0,13.52,11.37,0.53,1.74
2008-06-26,600019,5.1,5.07,5.28,4.84,771481,728264009.0,8.48,-2.31,-0.12,1.37
2008-06-27,600019,4.75,4.53,4.75,4.4,752190,672007988.0,6.9,-10.65,-0.54,1.34
2008-06-30,600019,4.51,4.31,4.69,4.19,316064,278778613.0,11.04,-4.86,-0.22,0.56
2008-07-01,600019,4.32,3.81,4.45,3.75,452972,379355841.0,16.24,-11.6,-0.5,0.81
2008-07-02,600019,3.8,3.84,3.93,3.7,323046,265645361.0,6.04,0.79,0.03,0.58
2008-07-03,600019,3.68,4.1,4.24,3.51,729509,606252514.0,19.01,6.77,0.26,1.3
2008-07-04,600019,4.03,3.99,4.29,3.92,416490,352684704.0,9.02,-2.68,-0.11,0.74
2008-07-07,600019,4.03,4.69,4.83,4.03,1121842,1008961438.0,20.05,17.54,0.7,2.0
2008-07-08,600019,4.7,4.68,4.85,4.42,817731,739686258.0,9.17,-0.21,-0.01,1.46
2008-07-09,600019,4.75,4.94,5.04,4.73,1448148,1343757908.0,6.62,5.56,0.26,2.58
2008-07-10,600019,4.75,4.64,4.89,4.61,953375,871019360.0,5.67,-6.07,-0.3,1.7
2008-07-11,600019,4.6,4.41,4.67,4.26,673008,592330273.0,8.84,-4.96,-0.23,1.2
2008-07-14,600019,4.3,4.56,4.58,4.24,387213,344122033.0,7.71,3.4,0.15,0.69
2008-07-15,600019,4.6,4.32,4.75,4.28,546190,485568725.0,10.31,-5.26,-0.24,0.97
2008-07-16,600019,4.2,3.84,4.27,3.6,492351,412217148.0,15.51,-11.11,-0.48,0.88
2008-07-17,600019,4.01,3.79,4.06,3.68,290309,239637156.0,9.9,-1.3,-0.05,0.52
2008-07-18,600019,3.89,4.03,4.05,3.66,418317,346347744.0,10.29,6.33,0.24,0.75
2008-07-21,600019,3.93,4.27,4.38,3.85,735919,628776227.0,13.15,5.96,0.24,1.31
2008-07-22,600019,4.23,4.25,4.33,4.14,459762,396958575.0,4.45,-0.47,-0.02,0.82
2008-07-23,600019,4.3,4.19,4.49,4.18,435466,378849682.0,7.29,-1.41,-0.06,0.78
2008-07-24,600019,4.26,4.45,4.5,4.11,703963,614738771.0,9.31,6.21,0.26,1.25
2008-07-25,600019,4.33,4.2,4.39,4.11,681432,587563760.0,6.29,-5.62,-0.25,1.21
2008-07-28,600019,4.25,4.27,4.43,4.2,451075,392312659.0,5.48,1.67,0.07,0.8
2008-07-29,600019,4.12,3.9,4.25,3.87,689674,576623134.0,8.9,-8.67,-0.37,1.23
2008-07-30,600019,4.0,3.87,4.04,3.76,723611,596609214.0,7.18,-0.77,-0.03,1.29
2008-07-31,600019,3.87,3.66,3.89,3.61,664217,538408129.0,7.24,-5.43,-0.21,1.18
2008-08-01,600019,3.64,3.53,3.64,3.28,1024164,801879387.0,9.84,-3.55,-0.13,1.83
2008-08-04,600019,3.44,3.14,3.44,3.1,695014,532079008.0,9.63,-11.05,-0.39,1.24
2008-08-05,600019,3.15,2.81,3.22,2.78,1090587,792820654.0,14.01,-10.51,-0.33,1.94
2008-08-06,600019,2.85,2.82,2.92,2.65,897093,642182993.0,9.61,0.36,0.01,1.6
2008-08-07,600019,2.8,2.89,2.98,2.73,536422,390933966.0,8.87,2.48,0.07,0.96
2008-08-08,600019,2.89,2.66,2.89,2.58,524040,372885489.0,10.73,-7.96,-0.23,0.93
2008-08-11,600019,2.66,2.53,2.79,2.42,609252,426132771.0,13.91,-4.89,-0.13,1.09
2008-08-12,600019,2.56,2.71,2.83,2.5,529428,375125766.0,13.04,7.11,0.18,0.94
2008-08-13,600019,2.7,2.77,2.83,2.45,413308,291032927.0,14.02,2.21,0.06,0.74
2008-08-14,600019,2.68,2.71,2.8,2.56,271202,192981175.0,8.66,-2.17,-0.06,0.48
2008-08-15,600019,2.73,2.61,2.77,2.59,472501,333833094.0,6.64,-3.69,-0.1,0.84
2008-08-18,600019,2.68,2.29,2.7,2.26,358436,246548877.0,16.86,-12.26,-0.32,0.64
2008-08-19,600019,2.2,2.37,2.38,2.2,232861,156493676.0,7.86,3.49,0.08,0.13
2008-08-20,600019,2.29,2.92,2.99,2.2,706777,505577101.0,33.33,23.21,0.55,0.4
2008-08-21,600019,2.73,2.55,2.83,2.5,499754,351921070.0,11.3,-12.67,-0.37,0.29
2008-08-22,600019,2.48,2.36,2.57,2.26,331630,224758992.0,12.16,-7.45,-0.19,0.19
