trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2016-06-06,16.457,17.0295,1.6653,0.3204,0.3289,,,1312500.0
2016-06-07,18.1027,18.7325,1.8318,0.3524,0.3618,,,1443750.0
2016-06-08,19.913,20.6057,2.015,0.3876,0.398,,,1588125.0
2016-06-13,21.9208,22.6833,2.2182,0.4267,0.4381,,,1748250.0
2016-06-14,24.126,24.9653,2.4413,0.4696,0.4822,,,1924125.0
2016-06-15,26.5287,27.4516,2.6844,0.5164,0.5302,,,2115750.0
2016-06-16,29.1948,30.2104,2.9542,0.5683,0.5835,,,2328375.0
2016-06-17,32.1241,33.2417,3.2506,0.6253,0.6421,,,2562000.0
2016-06-20,35.3497,36.5794,3.577,0.6881,0.7066,,,2819250.0
2016-06-21,38.8715,40.2238,3.9334,0.7567,0.777,,,3100125.0
2016-06-22,42.7554,44.2427,4.3264,0.8323,0.8546,,,3409875.0
2016-06-23,47.0342,48.6704,4.7594,0.9156,0.9401,,,3751125.0
2016-06-24,51.7409,53.5409,5.2357,1.0072,1.0342,,,4126500.0
2016-06-27,56.9084,58.8881,5.7586,1.1078,1.1375,,,4538625.0
2016-06-28,62.6025,64.7804,6.3347,1.2186,1.2513,,,4992750.0
2016-06-29,68.8562,71.2516,6.9675,1.3404,1.3763,,,5491500.0
2016-07-01,75.7352,78.3699,7.6636,1.4743,1.5138,,,6040125.0
2016-07-04,70.864,73.3292,7.1707,1.3795,1.4164,,,5651625.0
2016-07-05,77.9405,80.6519,7.8868,1.5172,1.5579,,,6216000.0
2016-07-06,75.9656,78.6083,7.687,1.4788,1.5184,,,6058500.0
2016-07-07,74.4516,77.0416,7.5337,1.4493,1.4881,,,5937750.0
2016-07-08,72.5755,75.1003,7.3439,1.4128,1.4506,,,5788125.0
2016-07-11,69.9424,72.3755,7.0775,1.3615,1.398,,,5578125.0
2016-07-12,68.4283,70.8088,6.9243,1.332,1.3677,,,5457375.0
2016-07-13,70.9956,73.4654,7.184,1.382,1.419,,,5662125.0
2016-07-14,69.5803,72.0009,7.0408,1.3545,1.3908,,,5549250.0
2016-07-15,69.8107,72.2393,7.0641,1.359,1.3954,,,5567625.0
2016-07-18,67.8688,70.2298,6.8676,1.3211,1.3565,,,5412750.0
2016-07-19,67.9017,70.2639,6.871,1.3218,1.3572,,,5415375.0
2016-07-20,67.408,69.753,6.821,1.3122,1.3473,,,5376000.0
2016-07-21,67.3751,69.7189,6.8177,1.3115,1.3467,,,5373375.0
2016-07-22,65.3673,67.6413,6.6145,1.2725,1.3065,,,5213250.0
2016-07-25,62.6355,64.8144,6.3381,1.2193,1.2519,,,4995375.0
2016-07-26,63.2279,65.4275,6.398,1.2308,1.2638,,,5042625.0
2016-07-27,57.8958,59.9099,5.8585,1.127,1.1572,,,4617375.0
2016-07-28,56.1185,58.0707,5.6786,1.0924,1.1217,,,4475625.0
2016-07-29,56.5793,58.5475,5.7252,1.1014,1.1309,,,4512375.0
2016-08-01,53.3208,55.1757,5.3955,1.038,1.0658,,,4252500.0
2016-08-02,53.5512,55.4141,5.4188,1.0424,1.0704,,,4270875.0
2016-08-03,55.164,57.083,5.582,1.0738,1.1026,,,4399500.0
2016-08-04,54.6703,56.5721,5.5321,1.0642,1.0927,,,4360125.0
2016-08-05,53.6828,55.5503,5.4322,1.045,1.073,,,4281375.0
2016-08-08,53.5512,55.4141,5.4188,1.0424,1.0704,,,4270875.0
2016-08-09,55.526,57.4577,5.6187,1.0809,1.1098,,,4428375.0
2016-08-10,55.6577,57.5939,5.632,1.0834,1.1125,,,4438875.0
2016-08-11,53.6828,55.5503,5.4322,1.045,1.073,,,4281375.0
2016-08-12,55.6906,57.6279,5.6353,1.0841,1.1131,,,4441500.0
2016-08-15,56.9742,58.9563,5.7652,1.1091,1.1388,,,4543875.0
2016-08-16,56.8755,58.8541,5.7552,1.1072,1.1368,,,4536000.0
2016-08-17,56.4476,58.4113,5.7119,1.0988,1.1283,,,4501875.0
2016-08-18,55.8222,57.7642,5.6486,1.0866,1.1158,,,4452000.0
2016-08-19,56.6122,58.5816,5.7286,1.102,1.1315,,,4515000.0
2016-08-22,54.3082,56.1975,5.4954,1.0572,1.0855,,,4331250.0
2016-08-23,54.2095,56.0953,5.4854,1.0553,1.0835,,,4323375.0
2016-08-24,54.1436,56.0272,5.4788,1.054,1.0822,,,4318125.0
2016-08-25,53.1233,54.9713,5.3755,1.0341,1.0618,,,4236750.0
2016-08-26,53.0575,54.9032,5.3689,1.0328,1.0605,,,4231500.0
2016-08-29,53.222,55.0735,5.3855,1.036,1.0638,,,4244625.0
2016-08-30,53.1562,55.0054,5.3789,1.0348,1.0625,,,4239375.0
2016-08-31,54.3082,54.8107,5.3602,1.0572,1.0555,,,4331250.0
2016-09-01,53.222,53.7145,5.2529,1.036,1.0344,,,4244625.0
2016-09-02,52.8929,53.3823,5.2205,1.0296,1.028,,,4218375.0
2016-09-05,52.7941,53.2827,5.2107,1.0277,1.0261,,,4210500.0
2016-09-06,52.86,53.3491,5.2172,1.029,1.0274,,,4215750.0
2016-09-07,52.8929,53.3823,5.2205,1.0296,1.028,,,4218375.0
2016-09-08,52.6954,53.183,5.201,1.0258,1.0242,,,4202625.0
2016-09-09,52.3004,52.7844,5.162,1.0181,1.0165,,,4171125.0
2016-09-12,49.1078,49.5622,4.8469,0.9559,0.9544,,,3916500.0
2016-09-13,48.7128,49.1636,4.8079,0.9483,0.9468,,,3885000.0
2016-09-14,47.5608,48.0009,4.6942,0.9258,0.9244,,,3793125.0
2016-09-19,52.3334,52.8176,5.1652,1.0187,1.0171,,,4173750.0
2016-09-20,52.0042,52.4854,5.1328,1.0123,1.0107,,,4147500.0
2016-09-21,50.8193,51.2896,5.0158,0.9893,0.9877,,,4053000.0
2016-09-22,50.5889,51.057,4.9931,0.9848,0.9832,,,4034625.0
2016-09-23,49.5027,49.9608,4.8859,0.9636,0.9621,,,3948000.0
2016-09-26,47.6266,48.0674,4.7007,0.9271,0.9256,,,3798375.0
2016-09-27,47.9229,48.3663,4.7299,0.9329,0.9314,,,3822000.0
2016-09-28,47.4621,47.9013,4.6844,0.9239,0.9224,,,3785250.0
2016-09-29,47.4621,47.9013,4.6844,0.9239,0.9224,,,3785250.0
2016-09-30,47.6925,48.1338,4.7072,0.9284,0.9269,,,3803625.0
2016-10-10,48.4495,48.8978,4.7819,0.9431,0.9416,,,3864000.0
2016-10-11,48.7457,49.1968,4.8111,0.9489,0.9474,,,3887625.0
2016-10-12,48.5811,49.0307,4.7949,0.9457,0.9442,,,3874500.0
2016-10-13,49.0749,49.529,4.8436,0.9553,0.9538,,,3913875.0
2016-10-14,48.6141,49.0639,4.7981,0.9463,0.9448,,,3877125.0
2016-10-17,50.0952,50.5588,4.9443,0.9752,0.9736,,,3995250.0
2016-10-18,52.2017,52.6848,5.1522,1.0162,1.0146,,,4163250.0
2016-10-19,51.8067,52.2861,5.1133,1.0085,1.0069,,,4131750.0
2016-10-20,51.7409,52.2197,5.1068,1.0072,1.0056,,,4126500.0
2016-10-21,52.6296,53.1166,5.1945,1.0245,1.0229,,,4197375.0
2016-10-24,57.8958,58.4316,5.7142,1.127,1.1252,,,4617375.0
2016-10-25,56.1843,56.7042,5.5453,1.0937,1.092,,,4480875.0
2016-10-26,54.6703,55.1762,5.3959,1.0642,1.0625,,,4360125.0
2016-10-27,54.7032,55.2094,5.3991,1.0649,1.0632,,,4362750.0
2016-10-28,54.374,48.1388,5.1987,1.0585,1.0486,,,4336500.0
2016-10-31,52.2017,46.2156,4.991,1.0162,1.0067,,,4163250.0
2016-11-01,52.9587,46.8858,5.0634,1.0309,1.0213,,,4223625.0
2016-11-02,51.9055,45.9533,4.9627,1.0104,1.001,,,4139625.0
2016-11-03,53.8803,47.7017,5.1515,1.0488,1.0391,,,4297125.0
2016-11-04,53.1891,47.0898,5.0854,1.0354,1.0258,,,4242000.0
2016-11-07,54.4069,48.1679,5.2018,1.0591,1.0493,,,4339125.0
2016-11-08,54.4399,48.1971,5.205,1.0597,1.0499,,,4341750.0
2016-11-09,53.222,47.1189,5.0885,1.036,1.0264,,,4244625.0
2016-11-10,54.9006,48.605,5.249,1.0687,1.0588,,,4378500.0
2016-11-11,55.9868,49.5667,5.3529,1.0899,1.0797,,,4465125.0
2016-11-14,56.283,49.8289,5.3812,1.0956,1.0854,,,4488750.0
2016-11-15,55.6248,49.2461,5.3183,1.0828,1.0728,,,4436250.0
2016-11-16,54.9336,48.6342,5.2522,1.0693,1.0594,,,4381125.0
2016-11-17,55.3944,49.0421,5.2962,1.0783,1.0683,,,4417875.0
2016-11-18,54.012,47.8183,5.1641,1.0514,1.0417,,,4307625.0
2016-11-21,53.9132,47.7308,5.1546,1.0495,1.0397,,,4299750.0
2016-11-22,54.3411,48.1097,5.1955,1.0578,1.048,,,4333875.0
2016-11-23,53.2879,47.1772,5.0948,1.0373,1.0277,,,4249875.0
2016-11-24,53.1562,47.0606,5.0823,1.0348,1.0251,,,4239375.0
2016-11-25,53.1233,47.0315,5.0791,1.0341,1.0245,,,4236750.0
2016-11-28,53.8803,47.7017,5.1515,1.0488,1.0391,,,4297125.0
2016-11-29,56.0197,49.5958,5.356,1.0905,1.0804,,,4467750.0
2016-11-30,54.8019,48.5176,5.2396,1.0668,1.0569,,,4370625.0
2016-12-01,56.5793,50.0912,5.4095,1.1014,1.0912,,,4512375.0
2016-12-02,58.3237,51.6356,5.5763,1.1353,1.1248,,,4651500.0
2016-12-05,60.5948,53.6462,5.7935,1.1796,1.1686,,,4832625.0
2016-12-06,58.4554,51.7521,5.5889,1.1379,1.1273,,,4662000.0
2016-12-07,58.8832,52.1309,5.6298,1.1462,1.1356,,,4696125.0
2016-12-08,58.6858,51.9561,5.6109,1.1424,1.1318,,,4680375.0
2016-12-09,56.7768,50.266,5.4284,1.1052,1.095,,,4528125.0
2016-12-12,53.0245,46.9441,5.0697,1.0322,1.0226,,,4228875.0
2016-12-13,53.3537,47.2355,5.1011,1.0386,1.029,,,4255125.0
2016-12-14,52.07,46.099,4.9784,1.0136,1.0042,,,4152750.0
2016-12-15,52.4979,46.4778,5.0193,1.0219,1.0125,,,4186875.0
2016-12-16,53.6828,47.5269,5.1326,1.045,1.0353,,,4281375.0
2016-12-19,54.1107,47.9057,5.1735,1.0533,1.0436,,,4315500.0
2016-12-20,53.3537,47.2355,5.1011,1.0386,1.029,,,4255125.0
2016-12-21,56.678,50.1786,5.419,1.1033,1.0931,,,4520250.0
2016-12-22,59.9694,53.0926,5.7337,1.1674,1.1565,,,4782750.0
2016-12-23,59.5415,52.7137,5.6928,1.159,1.1483,,,4748625.0
2016-12-26,61.1872,54.1707,5.8501,1.1911,1.18,,,4879875.0
2016-12-27,60.0352,53.1508,5.74,1.1687,1.1578,,,4788000.0
2016-12-28,59.2124,52.4223,5.6613,1.1526,1.1419,,,4722375.0
2016-12-29,58.225,51.5482,5.5669,1.1334,1.1229,,,4643625.0
2016-12-30,56.5793,50.0912,5.4095,1.1014,1.0912,,,4512375.0
2017-01-03,57.9287,51.2859,5.5386,1.1277,1.1172,0.0,,4620000.0
2017-01-04,58.1262,51.4607,5.5574,1.1315,1.121,0.0,,4635750.0
2017-01-05,59.377,52.568,5.677,1.1558,1.1451,0.0,,4735500.0
2017-01-06,59.377,52.568,5.677,1.1558,1.1451,0.0,,4735500.0
2017-01-09,61.648,54.5787,5.8942,1.2001,1.1889,0.0,,4916625.0
2017-01-10,59.9036,53.0343,5.7274,1.1661,1.1553,0.0,,4777500.0
2017-01-11,61.4835,54.433,5.8784,1.1969,1.1857,0.0,,4903500.0
2017-01-12,59.5744,52.7429,5.6959,1.1597,1.1489,0.0,,4751250.0
2017-01-13,57.3034,50.7322,5.4788,1.1155,1.1051,0.0,,4570125.0
2017-01-16,56.1185,49.6832,5.3655,1.0924,1.0823,0.0,,4475625.0
2017-01-17,56.5793,50.0912,5.4095,1.1014,1.0912,0.0,,4512375.0
2017-01-18,56.2172,49.7706,5.3749,1.0943,1.0842,0.0,,4483500.0
2017-01-19,56.4476,49.9746,5.3969,1.0988,1.0886,0.0,,4501875.0
2017-01-20,57.2375,50.674,5.4725,1.1142,1.1039,0.0,,4564875.0
2017-01-23,57.7642,51.1402,5.5228,1.1245,1.114,0.0,,4606875.0
2017-01-24,57.435,50.8488,5.4914,1.118,1.1077,0.0,,4580625.0
2017-01-25,57.8629,51.2276,5.5323,1.1264,1.1159,0.0,,4614750.0
2017-01-26,57.5009,50.9071,5.4976,1.1193,1.1089,0.0,,4585875.0
2017-02-03,56.6451,50.1494,5.4158,1.1027,1.0924,0.0,,4517625.0
2017-02-06,57.0071,50.47,5.4504,1.1097,1.0994,0.0,,4546500.0
2017-02-07,55.9539,49.5375,5.3497,1.0892,1.0791,0.0,,4462500.0
2017-02-08,57.5009,50.9071,5.4976,1.1193,1.1089,0.0,,4585875.0
2017-02-09,57.83,51.1985,5.5291,1.1257,1.1153,0.0,,4612125.0
2017-02-10,58.5212,51.8104,5.5952,1.1392,1.1286,0.0,,4667250.0
2017-02-13,59.4428,52.6263,5.6833,1.1571,1.1464,0.0,,4740750.0
2017-02-14,58.7845,52.0435,5.6204,1.1443,1.1337,0.0,,4688250.0
2017-02-15,57.6325,51.0236,5.5102,1.1219,1.1115,0.0,,4596375.0
2017-02-16,59.2453,52.4515,5.6644,1.1533,1.1426,0.0,,4725000.0
2017-02-17,57.7642,51.1402,5.5228,1.1245,1.114,0.0,,4606875.0
2017-02-20,58.7845,52.0435,5.6204,1.1443,1.1337,0.0,,4688250.0
2017-02-21,58.9491,52.1892,5.6361,1.1475,1.1369,0.0,,4701375.0
2017-02-22,60.529,53.5879,5.7872,1.1783,1.1673,0.0,,4827375.0
2017-02-23,59.5415,52.7137,5.6928,1.159,1.1483,0.0,,4748625.0
2017-02-24,60.134,53.2383,5.7494,1.1706,1.1597,0.0,,4795875.0
2017-02-27,58.6529,51.927,5.6078,1.1417,1.1312,0.0,,4677750.0
2017-02-28,58.9162,52.1601,5.633,1.1469,1.1362,0.0,,4698750.0
2017-03-01,58.4883,51.7813,5.5921,1.1385,1.128,0.0,,4664625.0
2017-03-02,57.8958,51.2568,5.5354,1.127,1.1166,0.0,,4617375.0
2017-03-03,56.9084,50.3826,5.441,1.1078,1.0975,0.0,,4538625.0
2017-03-06,57.3034,50.7322,5.4788,1.1155,1.1051,0.0,,4570125.0
2017-03-07,57.073,50.5283,5.4567,1.111,1.1007,0.0,,4551750.0
2017-03-08,57.6983,51.0819,5.5165,1.1232,1.1127,0.0,,4601625.0
2017-03-09,57.0401,50.4991,5.4536,1.1104,1.1,0.0,,4549125.0
2017-03-10,56.0197,49.5958,5.356,1.0905,1.0804,0.0,,4467750.0
2017-03-13,56.3489,49.8872,5.3875,1.0969,1.0867,0.0,,4494000.0
2017-03-14,56.1514,49.7124,5.3686,1.0931,1.0829,0.0,,4478250.0
2017-03-15,56.2501,49.7998,5.3781,1.095,1.0848,0.0,,4486125.0
2017-03-16,57.1059,50.5574,5.4599,1.1116,1.1013,0.0,,4554375.0
2017-03-17,56.7438,50.2369,5.4253,1.1046,1.0943,0.0,,4525500.0
2017-03-20,58.6858,51.9561,5.6109,1.1424,1.1318,0.0,,4680375.0
2017-03-21,58.4225,51.723,5.5858,1.1373,1.1267,0.0,,4659375.0
2017-03-22,57.8629,51.2276,5.5323,1.1264,1.1159,0.0,,4614750.0
2017-03-23,58.7187,51.9852,5.6141,1.143,1.1324,0.0,,4683000.0
2017-03-24,58.982,52.2184,5.6393,1.1482,1.1375,0.0,,4704000.0
2017-03-27,58.4225,51.723,5.5858,1.1373,1.1267,0.0,,4659375.0
2017-03-28,57.2705,50.7031,5.4756,1.1148,1.1045,0.0,,4567500.0
2017-03-29,57.2375,50.674,5.4725,1.1142,1.1039,0.0,,4564875.0
2017-03-30,56.4147,49.9455,5.3938,1.0982,1.088,0.0,,4499250.0
