trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2014-12-29,32.6754,22.3334,2.3171,10.1653,8.0756,,,6888000.0
2014-12-30,35.9429,24.5667,2.5488,11.1818,8.8831,,,7576800.0
2014-12-31,39.5216,27.0127,2.8025,12.2952,9.7676,,,8331200.0
2015-01-05,43.4894,29.7246,3.0839,13.5295,10.7482,,,9167600.0
2015-01-06,47.8461,32.7024,3.3928,14.8849,11.825,,,10086000.0
2015-01-07,52.6307,35.9727,3.7321,16.3734,13.0074,,,11094600.0
2015-01-08,57.8821,39.562,4.1045,18.0071,14.3053,,,12201600.0
2015-01-09,63.6781,43.5235,4.5155,19.8102,15.7378,,,13423400.0
2015-01-12,70.0576,47.8838,4.9679,21.7949,17.3144,,,14768200.0
2015-01-13,77.0594,52.6695,5.4644,23.9732,19.0449,,,16244200.0
2015-01-14,84.7615,57.9338,6.0106,26.3693,20.9484,,,17867800.0
2015-01-15,93.2415,63.7299,6.6119,29.0074,23.0442,,,19655400.0
2015-01-16,92.1134,62.9588,6.5319,28.6565,22.7654,,,19417600.0
2015-01-19,82.8943,56.6576,5.8782,25.7884,20.487,,,17474200.0
2015-01-20,90.1685,61.6295,6.394,28.0514,22.2847,,,19007600.0
2015-01-21,93.7861,64.1021,6.6505,29.1769,23.1788,,,19770200.0
2015-01-22,92.7747,63.4108,6.5788,28.8622,22.9289,,,19557000.0
2015-01-23,91.8022,62.7461,6.5098,28.5597,22.6885,,,19352000.0
2015-01-26,89.196,60.9648,6.325,27.7489,22.0444,,,18802600.0
2015-01-27,86.3952,59.0505,6.1264,26.8776,21.3522,,,18212200.0
2015-01-28,86.7453,59.2898,6.1512,26.9865,21.4387,,,18286000.0
2015-01-29,84.9949,58.0933,6.0271,26.4419,21.0061,,,17917000.0
2015-01-30,82.0385,35.1188,5.2767,25.5222,14.6683,,,17293800.0
2015-02-02,79.3545,33.9698,5.1041,24.6872,14.1884,,,16728000.0
2015-02-03,83.2055,35.6184,5.3518,25.8852,14.877,,,17539800.0
2015-02-04,79.7435,34.1364,5.1291,24.8082,14.258,,,16810000.0
