trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2000-10-10,104.9748,914.8068,6.6171,8.3108,9.9018,0.0,,239902.7754
2000-10-11,105.8599,922.5202,6.6729,8.3808,9.9853,0.0,,241925.5644
2000-10-12,108.6923,947.203,6.8514,8.6051,10.2525,0.0,,248398.4892
2000-10-13,104.4437,910.1788,6.5836,8.2687,9.8518,0.0,,238689.102
2000-10-16,103.2045,899.38,6.5055,8.1706,9.7349,0.0,,235857.1974
2000-10-17,105.1518,916.3495,6.6282,8.3248,9.9185,0.0,,240307.3332
2000-10-18,105.7714,921.7488,6.6673,8.3738,9.977,0.0,,241723.2855
2000-10-19,105.2403,917.1208,6.6338,8.3318,9.9269,0.0,,240509.6121
2000-10-20,103.5586,902.4654,6.5278,8.1987,9.7683,0.0,,236666.313
2000-10-23,106.2139,925.6055,6.6952,8.4089,10.0187,0.0,,242734.68
2000-10-24,108.6038,946.4316,6.8458,8.5981,10.2442,0.0,,248196.2103
2000-10-25,110.1085,959.5444,6.9407,8.7172,10.3861,0.0,,251634.9516
2000-10-26,108.4267,944.889,6.8347,8.5841,10.2275,0.0,,247791.6525
2000-10-27,106.6565,929.4622,6.7231,8.4439,10.0605,0.0,,243746.0745
2000-10-30,103.7356,904.0081,6.5389,8.2127,9.785,0.0,,237070.8708
2000-10-31,106.8335,931.0049,6.7342,8.4579,10.0772,0.0,,244150.6323
2000-11-01,104.7978,913.2641,6.6059,8.2968,9.8851,0.0,,239498.2176
2000-11-02,104.2667,908.6361,6.5724,8.2547,9.8351,0.0,,238284.5442
2000-11-03,106.922,931.7762,6.7398,8.4649,10.0855,0.0,,244352.9112
2000-11-06,107.7186,938.7183,6.79,8.528,10.1607,0.0,,246173.4213
2000-11-07,106.0369,924.0628,6.684,8.3949,10.002,0.0,,242330.1222
2000-11-08,105.8599,922.5202,6.6729,8.3808,9.9853,0.0,,241925.5644
2000-11-09,106.3025,926.3769,6.7007,8.4159,10.0271,0.0,,242936.9589
2000-11-10,106.2139,925.6055,6.6952,8.4089,10.0187,0.0,,242734.68
2000-11-13,108.8693,948.7457,6.8625,8.6191,10.2692,0.0,,248803.047
2000-11-14,108.5152,945.6603,6.8402,8.5911,10.2358,0.0,,247993.9314
2000-11-15,112.2327,978.0565,7.0746,8.8854,10.5865,0.0,,256489.6452
2000-11-16,112.5868,981.1419,7.0969,8.9134,10.6199,0.0,,257298.7608
2000-11-17,110.551,963.4011,6.9686,8.7522,10.4278,0.0,,252646.3461
2000-11-20,111.3476,970.3431,7.0188,8.8153,10.503,0.0,,254466.8562
2000-11-21,109.3119,952.6024,6.8904,8.6541,10.3109,0.0,,249814.4415
2000-11-22,109.5774,954.9164,6.9072,8.6752,10.336,0.0,,250421.2782
2000-11-23,108.3382,944.1176,6.8291,8.5771,10.2191,0.0,,247589.3736
2000-11-24,104.7978,913.2641,6.6059,8.2968,9.8851,0.0,,239498.2176
2000-11-27,104.4437,910.1788,6.5836,8.2687,9.8518,0.0,,238689.102
2000-11-28,106.4795,927.9195,6.7119,8.4299,10.0438,0.0,,243341.5167
2000-11-29,104.0897,907.0934,6.5613,8.2407,9.8184,0.0,,237879.9864
2000-11-30,105.8599,922.5202,6.6729,8.3808,9.9853,0.0,,241925.5644
2000-12-01,105.1518,916.3495,6.6282,8.3248,9.9185,0.0,,240307.3332
2000-12-04,107.0991,933.3189,6.751,8.4789,10.1022,0.0,,244757.469
2000-12-05,105.7714,921.7488,6.6673,8.3738,9.977,0.0,,241723.2855
2000-12-06,103.9126,905.5507,6.5501,8.2267,9.8017,0.0,,237475.4286
2000-12-07,102.2309,890.8953,6.4441,8.0935,9.643,0.0,,233632.1295
2000-12-08,103.5586,902.4654,6.5278,8.1987,9.7683,0.0,,236666.313
2000-12-11,100.5492,876.2399,6.3381,7.9604,9.4844,0.0,,229788.8304
2000-12-12,100.9918,880.0966,6.366,7.9954,9.5261,0.0,,230800.2249
2000-12-13,102.6735,894.752,6.472,8.1286,9.6848,0.0,,234643.524
2000-12-14,101.8769,887.81,6.4218,8.0655,9.6096,0.0,,232823.0139
2000-12-15,99.9296,870.8405,6.299,7.9114,9.426,0.0,,228372.8781
2000-12-18,100.5492,876.2399,6.3381,7.9604,9.4844,0.0,,229788.8304
2000-12-19,100.8147,878.5539,6.3548,7.9814,9.5094,0.0,,230395.6671
2000-12-20,102.4079,892.438,6.4553,8.1076,9.6597,0.0,,234036.6873
2000-12-21,102.0539,889.3526,6.4329,8.0795,9.6263,0.0,,233227.5717
2000-12-22,103.5586,902.4654,6.5278,8.1987,9.7683,0.0,,236666.313
2000-12-25,102.4965,893.2093,6.4608,8.1146,9.6681,0.0,,234238.9662
2000-12-26,102.1424,890.124,6.4385,8.0865,9.6347,0.0,,233429.8506
2000-12-27,100.1066,872.3832,6.3102,7.9254,9.4427,0.0,,228777.4359
2000-12-28,100.6377,877.0112,6.3437,7.9674,9.4927,0.0,,229991.1093
2000-12-29,103.2045,899.38,6.5055,8.1706,9.7349,0.0,,235857.1974
2001-01-02,106.1254,924.8342,6.6896,8.4019,10.0104,0.0,,242532.4011
2001-01-03,105.8599,922.5202,6.6729,8.3808,9.9853,0.0,,241925.5644
2001-01-04,107.0105,932.5476,6.7454,8.4719,10.0939,0.0,,244555.1901
2001-01-05,107.7186,938.7183,6.79,8.528,10.1607,0.0,,246173.4213
2001-01-08,108.3382,944.1176,6.8291,8.5771,10.2191,0.0,,247589.3736
2001-01-09,106.568,928.6909,6.7175,8.4369,10.0521,0.0,,243543.7956
2001-01-10,109.1348,951.0597,6.8793,8.6401,10.2942,0.0,,249409.8837
2001-01-11,109.0463,950.2883,6.8737,8.6331,10.2859,0.0,,249207.6048
2001-01-12,106.922,931.7762,6.7398,8.4649,10.0855,0.0,,244352.9112
