trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2012-04-10,28.3811,28.3811,2.8805,8.9673,8.9673,,,145340.6
2012-04-11,27.3786,27.3786,2.7788,8.6505,8.6505,,,140207.01
2012-04-12,26.962,26.962,2.7365,8.5189,8.5189,,,138073.57
2012-04-13,27.3916,27.3916,2.7801,8.6546,8.6546,,,140273.68
2012-04-16,26.285,26.285,2.6678,8.305,8.305,,,134606.73
2012-04-17,25.9986,25.9986,2.6387,8.2145,8.2145,,,133139.99
2012-04-18,26.4803,26.4803,2.6876,8.3667,8.3667,,,135606.78
2012-04-19,26.5194,26.5194,2.6916,8.379,8.379,,,135806.79
2012-04-20,26.7277,26.7277,2.7127,8.4449,8.4449,,,136873.51
2012-04-23,24.7098,24.7098,2.5079,7.8073,7.8073,,,126539.66
2012-04-24,24.3192,24.3192,2.4683,7.6839,7.6839,,,124539.56
2012-04-25,24.9701,23.5683,2.4601,7.8895,7.3425,,,127873.06
2012-04-26,24.9701,23.5683,2.4601,7.8895,7.3425,,,127873.06
2012-04-27,25.1915,23.7772,2.4819,7.9595,7.4076,,,129006.45
2012-05-02,25.543,24.1089,2.5166,8.0705,7.511,,,130806.54
2012-05-03,25.6211,24.1827,2.5243,8.0952,7.5339,,,131206.56
2012-05-04,26.0377,24.5759,2.5653,8.2268,7.6564,,,133340.0
2012-05-07,26.0377,24.5759,2.5653,8.2268,7.6564,,,133340.0
2012-05-08,26.233,24.7602,2.5846,8.2885,7.7139,,,134340.05
2012-05-09,25.582,24.1458,2.5204,8.0829,7.5225,,,131006.55
2012-05-10,25.7773,24.3301,2.5397,8.1446,7.5799,,,132006.6
2012-05-11,25.1915,23.7772,2.4819,7.9595,7.4076,,,129006.45
2012-05-14,24.9441,23.5437,2.4576,7.8813,7.3349,,,127739.72
2012-05-15,25.1264,23.7157,2.4755,7.9389,7.3885,,,128673.1
2012-05-16,24.9701,23.5683,2.4601,7.8895,7.3425,,,127873.06
2012-05-17,25.3607,23.9369,2.4986,8.0129,7.4574,,,129873.16
2012-05-18,25.3216,23.9,2.4948,8.0006,7.4459,,,129673.15
2012-05-21,25.5169,24.0844,2.514,8.0623,7.5033,,,130673.2
2012-05-22,25.6731,24.2318,2.5294,8.1117,7.5493,,,131473.24
2012-05-23,25.1003,23.6912,2.473,7.9307,7.3808,,,128539.76
2012-05-24,24.9701,23.5683,2.4601,7.8895,7.3425,,,127873.06
2012-05-25,24.4754,23.1013,2.4114,7.7332,7.1971,,,125339.6
2012-05-28,24.4624,23.089,2.4101,7.7291,7.1932,,,125272.93
2012-05-29,24.8009,23.4085,2.4435,7.8361,7.2928,,,127006.35
2012-05-30,24.7358,23.3471,2.4371,7.8155,7.2736,,,126673.0
2012-05-31,24.879,23.4823,2.4512,7.8607,7.3157,,,127406.37
2012-06-01,24.892,23.4945,2.4524,7.8649,7.3196,,,127473.04
2012-06-04,23.9807,22.6344,2.3627,7.5769,7.0516,,,122806.14
2012-06-05,23.9807,22.6344,2.3627,7.5769,7.0516,,,122806.14
2012-06-06,24.0979,22.745,2.3742,7.6139,7.086,,,123406.17
2012-06-07,23.9677,22.6221,2.3614,7.5728,7.0478,,,122739.47
2012-06-08,24.1109,22.7573,2.3755,7.6181,7.0899,,,123472.84
2012-06-11,24.4884,23.1136,2.4127,7.7373,7.2009,,,125406.27
2012-06-12,24.2541,22.8924,2.3896,7.6633,7.132,,,124206.21
2012-06-13,24.7748,23.384,2.4409,7.8278,7.2851,,,126873.01
2012-06-14,24.8009,23.4085,2.4435,7.8361,7.2928,,,127006.35
2012-06-15,25.2305,23.814,2.4858,7.9718,7.4191,,,129206.46
2012-06-18,25.4518,24.0229,2.5076,8.0417,7.4842,,,130339.85
2012-06-19,25.1915,23.7772,2.4819,7.9595,7.4076,,,129006.45
2012-06-20,25.3216,23.9,2.4948,8.0006,7.4459,,,129673.15
2012-06-21,25.0482,23.642,2.4678,7.9142,7.3655,,,128273.08
2012-06-25,24.4494,23.0768,2.4088,7.725,7.1894,,,125206.26
2012-06-26,24.8139,23.4208,2.4447,7.8402,7.2966,,,127073.02
2012-06-27,26.0116,24.5513,2.5628,8.2186,7.6488,,,133206.66
2012-06-28,25.4258,23.9983,2.505,8.0335,7.4765,,,130206.51
2012-06-29,25.9986,24.539,2.5615,8.2145,7.645,,,133139.99
2012-07-02,26.1679,24.6988,2.5781,8.268,7.6947,,,134006.7
2012-07-03,26.949,25.436,2.6551,8.5148,7.9244,,,138006.9
2012-07-04,26.2981,24.8216,2.591,8.3091,7.733,,,134673.4
2012-07-05,26.3111,24.8339,2.5923,8.3132,7.7368,,,134740.07
2012-07-06,25.8814,24.4284,2.6171,8.1775,7.6105,,1.006,132539.96
2012-07-09,24.9181,23.5191,2.5196,7.8731,7.3272,,1.0449,127606.38
2012-07-10,24.7358,23.3471,2.5012,7.8155,7.2736,,1.0526,126673.0
2012-07-11,24.4754,23.1013,2.4749,7.7332,7.1971,,1.0638,125339.6
2012-07-12,24.6186,23.2365,2.4894,7.7785,7.2392,,1.0576,126072.97
2012-07-13,22.6007,21.3319,2.2853,7.1409,6.6458,,1.1521,115739.12
2012-07-16,21.5201,20.312,2.1761,6.7995,6.3281,,1.2099,110205.51
2012-07-17,21.6373,20.4226,2.1879,6.8365,6.3625,,1.2034,110805.54
2012-07-18,21.4681,20.2628,2.1708,6.783,6.3127,,1.2129,109938.83
2012-07-19,21.8977,20.6683,2.2142,6.9188,6.4391,,1.1891,112138.94
2012-07-20,21.5983,20.3857,2.184,6.8242,6.351,,1.2055,110605.53
2012-07-23,21.2988,20.1031,2.1537,6.7296,6.263,,1.2225,109072.12
2012-07-24,21.4681,20.2628,2.1708,6.783,6.3127,,1.2129,109938.83
2012-07-25,21.5722,20.3611,2.1813,6.8159,6.3434,,1.207,110472.19
2012-07-26,21.429,20.226,2.1668,6.7707,6.3013,,1.2151,109738.82
2012-07-27,21.4811,20.2751,2.1721,6.7871,6.3166,,1.2121,110005.5
2012-07-30,21.0775,19.8942,2.1313,6.6596,6.1979,,1.2353,107938.73
2012-07-31,20.3875,19.2429,2.0615,6.4416,5.995,,1.2771,104405.22
2012-08-01,20.7,19.5378,2.0931,6.5403,6.0869,,1.2579,106005.3
2012-08-02,20.5828,19.4272,2.0813,6.5033,6.0524,,1.265,105405.27
2012-08-03,21.1816,19.9925,2.1418,6.6925,6.2285,,1.2293,108472.09
2012-08-06,22.4054,21.1475,2.2656,7.0792,6.5884,,1.1621,114739.07
2012-08-07,22.5616,21.295,2.2814,7.1286,6.6343,,1.1541,115539.11
2012-08-08,22.2883,21.037,2.2537,7.0422,6.5539,,1.1682,114139.04
2012-08-09,23.3688,22.0569,2.363,7.3836,6.8717,,1.1142,119672.65
2012-08-10,22.9782,21.6882,2.3235,7.2602,6.7568,,1.1331,117672.55
2012-08-13,22.1711,20.9264,2.2419,7.0052,6.5195,,1.1744,113539.01
2012-08-14,23.0303,21.7374,2.3288,7.2766,6.7721,,1.1306,117939.23
2012-08-15,22.3273,21.0738,2.2577,7.0545,6.5654,,1.1662,114339.05
2012-08-16,22.2622,21.0124,2.2511,7.034,6.5463,,1.1696,114005.7
2012-08-17,22.132,20.8895,2.2379,6.9928,6.508,,1.1765,113339.0
2012-08-20,21.1166,21.4291,2.1034,6.672,6.6655,,1.233,108138.74
2012-08-21,21.6373,21.9575,2.1553,6.8365,6.8299,,1.2034,110805.54
2012-08-22,21.3118,21.6272,2.1229,6.7337,6.7271,,1.2217,109138.79
2012-08-23,21.8456,22.1689,2.176,6.9023,6.8956,,1.1919,111872.26
2012-08-24,21.0384,21.3498,2.0956,6.6473,6.6408,,1.2376,107738.72
2012-08-27,20.3745,20.676,2.0295,6.4375,6.4313,,1.278,104338.55
2012-08-28,20.765,21.0723,2.0684,6.5609,6.5545,,1.2539,106338.65
2012-08-29,20.765,21.0723,2.0684,6.5609,6.5545,,1.2539,106338.65
2012-08-30,20.8301,21.1384,2.0749,6.5815,6.5751,,1.25,106672.0
2012-08-31,21.3118,21.6272,2.1229,6.7337,6.7271,,1.2217,109138.79
