trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2011-04-12,49.2734,49.2734,3.2178,6.8506,6.8506,,,414090.0
2011-04-13,50.2283,50.2283,3.2802,6.9834,6.9834,,,422115.0
2011-04-14,48.8596,48.8596,3.1908,6.7931,6.7931,,,410612.5
2011-04-15,51.1132,51.1132,3.338,7.1064,7.1064,,,429551.5
2011-04-18,52.2018,52.2018,3.4091,7.2578,7.2578,,,438700.0
2011-04-19,51.2469,51.2469,3.3467,7.125,7.125,,,430675.0
2011-04-20,50.9285,50.9285,3.3259,7.0807,7.0807,,,428000.0
2011-04-21,49.9736,49.9736,3.2636,6.948,6.948,,,419975.0
2011-04-22,50.3556,50.3556,3.2885,7.0011,7.0011,,,423185.0
2011-04-25,49.9673,49.9673,3.2632,6.9471,6.9471,,,419921.5
2011-04-26,49.6553,49.6553,3.2428,6.9037,6.9037,,,417300.0
2011-04-27,49.0251,49.0251,3.2016,6.8161,6.8161,,,412003.5
2011-04-28,45.0718,44.651,2.9435,6.2665,5.9122,,,378780.0
2011-04-29,45.5301,45.1051,2.9734,6.3302,5.9723,,,382632.0
2011-05-03,46.3513,45.9186,3.027,6.4444,6.08,,,389533.5
2011-05-04,45.7084,45.2816,2.985,6.355,5.9957,,,384130.0
2011-05-05,45.8293,45.4015,2.9929,6.3718,6.0116,,,385146.5
2011-05-06,45.772,45.3447,2.9892,6.3638,6.0041,,,384665.0
2011-05-09,45.963,45.5339,3.0017,6.3904,6.0291,,,386270.0
2011-05-10,46.3577,45.9249,3.0274,6.4452,6.0809,,,389587.0
2011-05-11,46.9816,46.543,3.0682,6.532,6.1627,,,394830.0
2011-05-12,47.5545,47.1106,3.1056,6.6116,6.2379,,,399645.0
2011-05-16,47.7455,47.2998,3.1181,6.6382,6.2629,,,401250.0
2011-05-17,48.1211,47.6719,3.1426,6.6904,6.3122,,,404406.5
2011-05-18,48.2994,47.8484,3.1542,6.7152,6.3356,,,405904.5
2011-05-19,47.1535,46.7133,3.0794,6.5559,6.1853,,,396274.5
2011-05-20,47.1662,46.7259,3.0802,6.5576,6.1869,,,396381.5
2011-05-23,46.3513,45.9186,3.027,6.4444,6.08,,,389533.5
2011-05-24,46.8479,46.4105,3.0595,6.5134,6.1452,,,393706.5
2011-05-25,47.3826,46.9403,3.0944,6.5877,6.2153,,,398200.5
