trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2001-08-29,49.0506,49.0506,9.0076,3.9734,3.9734,,,505902.6
2001-08-30,49.0506,49.0506,9.0076,3.9734,3.9734,,,505902.6
2001-08-31,47.8049,47.8049,8.7789,3.8725,3.8725,,,493054.28
2001-09-03,46.7149,46.7149,8.5787,3.7842,3.7842,,,481812.0
2001-09-04,48.6613,48.6613,8.9361,3.9418,3.9418,,,501887.5
2001-09-05,48.272,48.272,8.8647,3.9103,3.9103,,,497872.4
2001-09-06,48.3888,48.3888,8.8861,3.9198,3.9198,,,499076.93
2001-09-07,46.7927,46.7927,8.593,3.7905,3.7905,,,482615.02
2001-09-10,49.0117,49.0117,9.0005,3.9702,3.9702,,,505501.09
2001-09-11,49.2063,49.2063,9.0362,3.986,3.986,,,507508.64
2001-09-12,50.0628,50.0628,9.1935,4.0554,4.0554,,,516341.86
2001-09-13,49.4788,49.4788,9.0863,4.0081,4.0081,,,510319.21
2001-09-14,49.401,49.401,9.072,4.0017,4.0017,,,509516.19
2001-09-17,48.9728,48.9728,8.9933,3.9671,3.9671,,,505099.58
2001-09-18,50.5299,50.5299,9.2793,4.0932,4.0932,,,521159.98
2001-09-19,50.8024,50.8024,9.3293,4.1153,4.1153,,,523970.55
2001-09-20,49.8292,49.8292,9.1506,4.0364,4.0364,,,513932.8
2001-09-21,49.4788,49.4788,9.0863,4.0081,4.0081,,,510319.21
2001-09-24,49.362,49.362,9.0648,3.9986,3.9986,,,509114.68
2001-09-25,49.4399,49.4399,9.0791,4.0049,4.0049,,,509917.7
2001-09-26,48.6613,48.6613,8.9361,3.9418,3.9418,,,501887.5
2001-09-27,49.1285,49.1285,9.0219,3.9797,3.9797,,,506705.62
2001-09-28,49.2453,49.2453,9.0434,3.9891,3.9891,,,507910.15
2001-10-08,48.4667,48.4667,8.9004,3.9261,3.9261,,,499879.95
2001-10-09,49.0506,49.0506,9.0076,3.9734,3.9734,,,505902.6
2001-10-10,46.8317,46.8317,8.6001,3.7936,3.7936,,,483016.53
2001-10-11,45.8584,45.8584,8.4214,3.7148,3.7148,,,472978.78
2001-10-12,46.637,46.637,8.5644,3.7779,3.7779,,,481008.98
2001-10-15,45.8584,45.8584,8.4214,3.7148,3.7148,,,472978.78
2001-10-16,44.3791,44.3791,8.1498,3.595,3.595,,,457721.4
2001-10-17,43.6005,43.6005,8.0068,3.5319,3.5319,,,449691.2
2001-10-18,42.8998,42.8998,7.8781,3.4751,3.4751,,,442464.02
2001-10-19,41.4205,41.4205,7.6064,3.3553,3.3553,,,427206.64
2001-10-22,39.8244,39.8244,7.3133,3.226,3.226,,,410744.73
2001-10-23,43.7952,43.7952,8.0425,3.5476,3.5476,,,451698.75
2001-10-24,46.7149,46.7149,8.5787,3.7842,3.7842,,,481812.0
2001-10-25,45.8584,45.8584,8.4214,3.7148,3.7148,,,472978.78
2001-10-26,46.7149,46.7149,3.2391,3.7842,3.7842,,,481812.0
2001-10-29,47.727,47.727,3.3093,3.8661,3.8661,,,492251.26
2001-10-30,47.2988,47.2988,3.2796,3.8315,3.8315,,,487834.65
2001-10-31,47.8438,47.8438,3.3174,3.8756,3.8756,,,493455.79
2001-11-01,48.0774,48.0774,3.3336,3.8945,3.8945,,,495864.85
2001-11-02,47.4935,47.4935,3.2931,3.8472,3.8472,,,489842.2
2001-11-05,46.9095,46.9095,3.2526,3.7999,3.7999,,,483819.55
2001-11-06,46.9484,46.9484,3.2553,3.8031,3.8031,,,484221.06
2001-11-07,44.0677,44.0677,3.0555,3.5697,3.5697,,,454509.32
2001-11-08,44.8463,44.8463,3.1095,3.6328,3.6328,,,462539.52
2001-11-09,45.547,45.547,3.1581,3.6896,3.6896,,,469766.7
2001-11-12,44.9241,44.9241,3.1149,3.6391,3.6391,,,463342.54
2001-11-13,44.3791,44.3791,3.0771,3.595,3.595,,,457721.4
2001-11-14,44.457,44.457,3.0825,3.6013,3.6013,,,458524.42
2001-11-15,44.7684,44.7684,3.1041,3.6265,3.6265,,,461736.5
2001-11-16,47.0263,47.0263,3.2607,3.8094,3.8094,,,485024.08
2001-11-19,48.272,48.272,3.3471,3.9103,3.9103,,,497872.4
2001-11-20,48.9728,48.9728,3.3956,3.9671,3.9671,,,505099.58
2001-11-21,49.8292,49.8292,3.455,4.0364,4.0364,,,513932.8
2001-11-22,49.7903,49.7903,3.4523,4.0333,4.0333,,,513531.29
2001-11-23,49.4788,49.4788,3.4307,4.0081,4.0081,,,510319.21
2001-11-26,50.4131,50.4131,3.4955,4.0837,4.0837,,,519955.45
2001-11-27,50.5299,50.5299,3.5036,4.0932,4.0932,,,521159.98
2001-11-28,50.2963,50.2963,3.4874,4.0743,4.0743,,,518750.92
2001-11-29,50.6856,50.6856,3.5144,4.1058,4.1058,,,522766.02
2001-11-30,52.2039,52.2039,3.6197,4.2288,4.2288,,,538424.91
2001-12-03,52.5932,52.5932,3.6467,4.2603,4.2603,,,542440.01
2001-12-04,53.216,53.216,3.6899,4.3108,4.3108,,,548864.17
2001-12-05,52.671,52.671,3.6521,4.2666,4.2666,,,543243.03
2001-12-06,52.4764,52.4764,3.6386,4.2509,4.2509,,,541235.48
2001-12-07,51.9314,51.9314,3.6008,4.2067,4.2067,,,535614.34
2001-12-10,52.5932,52.5932,3.6467,4.2603,4.2603,,,542440.01
2001-12-11,51.4642,51.4642,3.5684,4.1689,4.1689,,,530796.22
2001-12-12,50.9192,50.9192,3.5306,4.1247,4.1247,,,525175.08
2001-12-13,50.5299,50.5299,3.5036,4.0932,4.0932,,,521159.98
2001-12-14,50.1406,50.1406,3.4766,4.0617,4.0617,,,517144.88
2001-12-17,49.7513,49.7513,3.4496,4.0301,4.0301,,,513129.78
2001-12-18,51.6589,51.6589,3.5819,4.1846,4.1846,,,532803.77
2001-12-19,50.8024,50.8024,3.5225,4.1153,4.1153,,,523970.55
2001-12-20,49.7513,49.7513,3.4496,4.0301,4.0301,,,513129.78
2001-12-21,50.5688,50.5688,3.5063,4.0964,4.0964,,,521561.49
2001-12-24,49.9071,49.9071,3.4604,4.0427,4.0427,,,514735.82
2001-12-25,50.4521,50.4521,3.4982,4.0869,4.0869,,,520356.96
2001-12-26,51.6978,51.6978,3.5846,4.1878,4.1878,,,533205.28
2001-12-27,51.6199,51.6199,3.5792,4.1815,4.1815,,,532402.26
2001-12-28,52.3207,52.3207,3.6278,4.2383,4.2383,,,539629.44
2001-12-31,52.4764,52.4764,3.6386,4.2509,4.2509,,,541235.48
2002-01-04,50.6467,50.6467,3.5117,4.1027,4.1027,,,522364.51
2002-01-07,50.3742,50.3742,3.4928,4.0806,4.0806,,,519553.94
2002-01-08,49.7903,49.7903,3.4523,4.0333,4.0333,,,513531.29
2002-01-09,50.0628,50.0628,3.4712,4.0554,4.0554,,,516341.86
2002-01-10,50.7246,50.7246,3.5171,4.109,4.109,,,523167.53
2002-01-11,48.8949,48.8949,3.3903,3.9608,3.9608,,,504296.56
2002-01-14,47.8827,47.8827,3.3201,3.8788,3.8788,,,493857.3
2002-01-15,47.221,47.221,3.2742,3.8252,3.8252,,,487031.63
2002-01-16,48.1552,48.1552,3.339,3.9008,3.9008,,,496667.87
2002-01-17,46.4813,46.4813,3.2229,3.7652,3.7652,,,479402.94
2002-01-18,47.1042,47.1042,3.2661,3.8157,3.8157,,,485827.1
2002-01-21,46.6759,46.6759,3.2364,3.781,3.781,,,481410.49
2002-01-22,47.1431,47.1431,3.2688,3.8188,3.8188,,,486228.61
2002-01-23,50.7635,50.7635,3.5198,4.1121,4.1121,,,523569.04
2002-01-24,50.5299,50.5299,3.5036,4.0932,4.0932,,,521159.98
2002-01-25,50.4131,50.4131,3.4955,4.0837,4.0837,,,519955.45
2002-01-28,46.9484,46.9484,3.2553,3.8031,3.8031,,,484221.06
2002-01-29,48.5445,48.5445,3.366,3.9324,3.9324,,,500682.97
2002-01-30,48.1163,48.1163,3.3363,3.8977,3.8977,,,496266.36
2002-01-31,51.3085,51.3085,3.5576,4.1563,4.1563,,,529190.18
2002-02-01,50.8024,50.8024,3.5225,4.1153,4.1153,,,523970.55
2002-02-04,52.0092,52.0092,3.6062,4.213,4.213,,,536417.36
2002-02-05,52.1649,52.1649,3.617,4.2256,4.2256,,,538023.4
2002-02-06,51.2696,51.2696,3.5549,4.1531,4.1531,,,528788.67
2002-02-07,53.4496,53.4496,3.7061,4.3297,4.3297,,,551273.23
2002-02-08,52.9825,52.9825,3.6737,4.2919,4.2919,,,546455.11
2002-02-25,54.6564,54.6564,3.7897,4.4275,4.4275,,,563720.04
2002-02-26,54.6564,54.6564,3.7897,4.4275,4.4275,,,563720.04
2002-02-27,33.2944,33.2944,3.8282,3.7585,3.7585,,,550871.72
2002-02-28,33.343,33.343,3.8338,3.764,3.764,,,551674.74
2002-03-01,32.4694,32.4694,3.7333,3.6654,3.6654,,,537220.38
