trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2010-08-18,45.2718,40.9326,4.9115,6.1258,5.2123,,,1399285.3192
2010-08-19,45.742,41.3577,4.9625,6.1894,5.2664,,,1413817.956
2010-08-20,45.227,40.8921,4.9067,6.1197,5.2072,,,1397901.2585
2010-08-23,43.7941,39.5966,4.7512,5.9258,5.0422,,,1353611.3177
2010-08-24,42.5626,38.4832,4.6176,5.7592,4.9004,,,1315549.6497
2010-08-25,42.4059,38.3414,4.6006,5.738,4.8823,,,1310705.4374
2010-08-26,42.0029,37.9771,4.5569,5.6835,4.8359,,,1298248.8916
2010-08-27,42.697,38.6046,4.6322,5.7774,4.9159,,,1319701.8317
2010-08-30,44.309,40.0622,4.8071,5.9955,5.1015,,,1369528.0152
2010-08-31,43.8389,39.637,4.7561,5.9319,5.0473,,,1354995.3783
2010-09-01,43.5478,39.3739,4.7245,5.8925,5.0138,,,1345998.9841
2010-09-02,46.1674,41.7424,5.0087,6.2469,5.3154,,,1426966.5322
2010-09-03,46.8167,42.3294,5.0791,6.3348,5.3902,,,1447035.4117
2010-09-06,44.1075,39.88,4.7852,5.9682,5.0783,,,1363299.7422
2010-09-07,44.7568,40.467,4.8557,6.0561,5.153,,,1383368.6217
2010-09-08,44.1299,39.9002,4.7877,5.9713,5.0808,,,1363991.7725
2010-09-09,42.8761,38.7666,4.6516,5.8016,4.9365,,,1325238.0743
2010-09-10,43.9956,39.7787,4.7731,5.9531,5.0654,,,1359839.5906
2010-09-13,43.503,39.3334,4.7196,5.8864,5.0087,,,1344614.9234
2010-09-14,43.7045,39.5156,4.7415,5.9137,5.0319,,,1350843.1964
2010-09-15,42.1372,38.0985,4.5715,5.7016,4.8514,,,1302401.0735
2010-09-16,40.9282,37.0054,4.4403,5.538,4.7122,,,1265031.4359
2010-09-17,40.6819,36.7827,4.4136,5.5047,4.6839,,,1257419.1023
2010-09-20,38.8908,35.1632,4.2193,5.2623,4.4776,,,1202056.6763
2010-09-21,39.4057,35.6288,4.2751,5.332,4.5369,,,1217973.3738
2010-09-27,39.7639,35.9527,4.314,5.3805,4.5782,,,1229045.859
2010-09-28,38.2862,34.6166,4.1537,5.1805,4.408,,,1183371.8575
2010-09-29,37.3906,33.8069,4.0565,5.0594,4.3049,,,1155690.6444
2010-10-11,41.1297,37.1876,4.4622,5.5653,4.7354,,,1271259.7089
2010-10-12,40.3685,36.4993,4.3796,5.4623,4.6478,,,1247730.6778
2010-10-13,39.3609,35.5883,4.2703,5.326,4.5318,,,1216589.3131
2010-10-14,38.3534,34.6773,4.161,5.1896,4.4158,,,1185447.9484
2010-10-15,38.2191,34.5559,4.1464,5.1715,4.4003,,,1181295.7665
2010-10-18,37.6593,34.0498,4.0857,5.0957,4.3359,,,1163995.0083
2010-10-19,39.0475,35.3049,4.2363,5.2835,4.4957,,,1206900.8885
2010-10-20,38.5773,34.8798,4.1853,5.2199,4.4415,,,1192368.2517
2010-10-21,40.055,34.6849,4.2045,5.4199,4.3251,,,1238042.2532
