trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2000-11-30,51.1201,26.8649,10.2793,18.807,12.4925,0.0,,197938.752
2000-12-01,51.0855,26.8467,10.2723,18.7943,12.4841,0.0,,197805.0096
2000-12-04,51.0855,26.8467,10.2723,18.7943,12.4841,0.0,,197805.0096
2000-12-05,51.5691,27.1009,10.3696,18.9722,12.6023,0.0,,199677.4032
2000-12-06,53.6416,28.19,10.7863,19.7347,13.1087,0.0,,207701.9472
2000-12-07,53.3652,28.0448,10.7307,19.633,13.0412,0.0,,206632.008
2000-12-08,52.709,27.6999,10.5988,19.3916,12.8808,0.0,,204090.9024
2000-12-11,53.0198,27.8632,10.6613,19.5059,12.9568,0.0,,205294.584
2000-12-12,52.6744,27.6817,10.5918,19.3789,12.8724,0.0,,203957.16
2000-12-13,55.2995,29.0613,11.1197,20.3446,13.5139,0.0,,214121.5824
2000-12-14,55.5067,29.1702,11.1613,20.4209,13.5645,0.0,,214924.0368
2000-12-15,54.8505,28.8253,11.0294,20.1794,13.4042,0.0,,212382.9312
2000-12-18,53.1234,27.9177,10.6821,19.5441,12.9821,0.0,,205695.8112
2000-12-19,52.778,27.7362,10.6127,19.417,12.8977,0.0,,204358.3872
2000-12-20,53.0544,27.8814,10.6682,19.5187,12.9652,0.0,,205428.3264
2000-12-21,52.5017,27.591,10.5571,19.3153,12.8302,0.0,,203288.448
2000-12-22,53.2961,28.0084,10.7168,19.6076,13.0243,0.0,,206364.5232
2000-12-25,53.5725,28.1537,10.7724,19.7093,13.0919,0.0,,207434.4624
2000-12-26,54.2633,28.5167,10.9113,19.9634,13.2607,0.0,,210109.3104
2000-12-27,54.9886,28.8979,11.0572,20.2303,13.4379,0.0,,212917.9008
2000-12-28,55.4722,29.152,11.1544,20.4082,13.5561,0.0,,214790.2944
2000-12-29,55.9212,29.388,11.2447,20.5734,13.6658,0.0,,216528.9456
2001-01-02,55.6104,29.2246,11.1822,20.459,13.5899,0.0,,215325.264
2001-01-03,56.2321,29.5514,11.3072,20.6877,13.7418,0.0,,217732.6272
2001-01-04,58.3391,30.6586,11.7309,21.4629,14.2567,0.0,,225890.9136
2001-01-05,58.3736,30.6768,11.7378,21.4756,14.2651,0.0,,226024.656
2001-01-08,58.6154,30.8038,11.7864,21.5646,14.3242,0.0,,226960.8528
2001-01-09,58.6499,30.822,11.7934,21.5773,14.3327,0.0,,227094.5952
2001-01-11,47.1236,47.1236,12.1968,13.3423,13.3423,0.0,,249830.8032
2001-01-12,45.9884,45.9884,11.903,13.0209,13.0209,0.0,,243812.3952
2001-01-15,44.1468,44.1468,11.4263,12.4995,12.4995,0.0,,234049.2
2001-01-16,43.7936,43.7936,11.3349,12.3995,12.3995,0.0,,232176.8064
2001-01-17,43.4657,43.4657,11.25,12.3067,12.3067,0.0,,230438.1552
2001-01-18,42.4818,42.4818,10.9954,12.0281,12.0281,0.0,,225222.2016
