trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2001-03-28,132.9213,90.7165,8.816,13.3483,6.4541,,,990296.308
2001-03-29,134.1753,91.5724,8.8991,13.4743,6.515,,,999638.726
2001-03-30,141.1828,96.3549,9.3639,14.178,6.8553,,,1051846.356
2001-04-02,149.5181,102.0435,9.9167,15.015,7.26,,,1113945.958
2001-04-03,152.6161,104.1579,10.1222,15.3262,7.4104,,,1137027.226
2001-04-04,148.2641,101.1877,9.8336,14.8891,7.1991,,,1104603.54
2001-04-05,153.3537,104.6613,10.1711,15.4002,7.4462,,,1142522.766
2001-04-06,159.4761,108.8397,10.5772,16.0151,7.7435,,,1188135.748
2001-04-09,159.181,108.6383,10.5576,15.9854,7.7292,,,1185937.532
2001-04-10,158.5172,108.1853,10.5136,15.9188,7.6969,,,1180991.546
2001-04-11,154.9765,105.7688,10.2788,15.5632,7.525,,,1154612.954
2001-04-12,154.4602,105.4165,10.2445,15.5113,7.4999,,,1150766.076
2001-04-13,152.6899,104.2082,10.1271,15.3336,7.414,,,1137576.78
2001-04-16,166.5574,113.6726,11.0469,16.7262,8.0873,,,1240892.932
2001-04-17,167.0737,114.025,11.0811,16.778,8.1124,,,1244739.81
2001-04-18,163.6068,111.6589,10.8512,16.4299,7.9441,,,1218910.772
2001-04-19,170.2455,116.1897,11.2915,17.0965,8.2664,,,1268370.632
2001-04-20,167.1475,114.0753,11.086,16.7854,8.116,,,1245289.364
2001-04-23,109.5665,109.5665,5.7697,5.31,5.31,,,1209568.354
2001-04-24,108.8696,108.8696,5.733,5.2762,5.2762,,,1201874.598
2001-04-25,104.3396,104.3396,5.4944,5.0567,5.0567,,,1151865.184
2001-04-26,102.2488,102.2488,5.3843,4.9554,4.9554,,,1128783.916
2001-04-27,102.7466,102.7466,5.4106,4.9795,4.9795,,,1134279.456
2001-04-30,103.6924,103.6924,5.4604,5.0253,5.0253,,,1144720.982
2001-05-08,104.5387,104.5387,5.5049,5.0664,5.0664,,,1154063.4
2001-05-09,106.4303,106.4303,5.6045,5.158,5.158,,,1174946.452
2001-05-10,106.4303,106.4303,5.6045,5.158,5.158,,,1174946.452
2001-05-11,106.7788,106.7788,5.6229,5.1749,5.1749,,,1178793.33
2001-05-14,107.6748,107.6748,5.6701,5.2183,5.2183,,,1188685.302
2001-05-15,107.0277,107.0277,5.636,5.187,5.187,,,1181541.1
