trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2021-06-10,30.2247,26.4998,1.656,9.6458,8.7573,,,10914122.0
2021-06-11,33.2314,29.1359,1.8207,10.6053,9.6285,,,11999820.0
2021-06-15,36.5545,32.0495,2.0028,11.6658,10.5913,,,13199802.0
2021-06-16,39.1655,34.3388,2.1458,12.4991,11.3478,,,14142645.0
2021-06-17,43.1217,37.8074,2.3626,13.7616,12.4941,,,15571195.0
2021-06-18,47.4734,41.6228,2.601,15.1504,13.755,,,17142600.0
2021-06-21,52.2207,45.7851,2.8611,16.6655,15.1305,,,18856860.0
2021-06-22,57.4428,50.3636,3.1472,18.332,16.6435,,,20742546.0
2021-06-23,63.2187,55.4277,3.4637,20.1753,18.317,,,22828229.0
2021-06-24,57.9175,50.7798,3.1732,18.4835,16.7811,,,20913972.0
2021-06-25,54.5153,47.7968,2.9868,17.3977,15.7953,,,19685419.0
2021-06-28,50.2427,44.0508,2.7527,16.0342,14.5573,,,18142585.0
2021-06-29,52.8537,46.34,2.8958,16.8675,15.3139,,,19085428.0
2021-06-30,50.3218,44.1201,2.7571,16.0594,14.5803,,,18171156.0
2021-07-01,49.4514,43.3571,2.7094,15.7817,14.3281,,,17856875.0
2021-07-02,47.0778,41.2759,2.5793,15.0242,13.6403,,,16999745.0
2021-07-05,46.2074,40.5128,2.5316,14.7464,13.3882,,,16685464.0
2021-07-06,50.7965,44.5364,2.7831,16.211,14.7178,,,18342582.0
2021-07-07,50.48,44.2589,2.7657,16.1099,14.6261,,,18228298.0
2021-07-08,53.4867,46.895,2.9305,17.0695,15.4973,,,19313996.0
2021-07-09,55.0691,48.2824,3.0172,17.5745,15.9558,,,19885416.0
2021-07-12,53.6449,47.0337,2.9391,17.12,15.5431,,,19371138.0
2021-07-13,55.3065,48.4905,3.0302,17.6502,16.0245,,,19971129.0
2021-07-14,53.8823,47.2418,2.9521,17.1957,15.6119,,,19456851.0
2021-07-15,52.1416,45.7157,2.8568,16.6402,15.1075,,,18828289.0
2021-07-16,52.2999,45.8544,2.8654,16.6907,15.1534,,,18885431.0
2021-07-19,50.0844,43.912,2.7441,15.9837,14.5115,,,18085443.0
2021-07-20,49.9262,43.7733,2.7354,15.9332,14.4656,,,18028301.0
2021-07-21,49.3723,43.2877,2.705,15.7564,14.3052,,,17828304.0
