trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2020-12-23,269.2602,194.1401,13.6093,9.1166,8.2763,,,4842025.0
2020-12-24,262.5445,189.298,13.2698,8.8892,8.0699,,,4721259.2
2020-12-25,272.8081,196.6982,13.7886,9.2367,8.3853,,,4905825.8
2020-12-28,243.6963,175.7082,12.3172,8.2511,7.4905,,,4382317.45
2020-12-29,232.0389,167.3031,11.728,7.8564,7.1322,,,4172686.25
2020-12-30,238.1527,171.7112,12.037,8.0634,7.3201,,,4282628.7
2020-12-31,258.8699,186.6486,13.0841,8.7648,7.9569,,,4655179.8
2021-01-04,296.503,213.7825,14.9862,10.039,9.1136,,,5331924.0
2021-01-05,279.2386,201.3347,14.1136,9.4545,8.583,,,5021464.75
2021-01-06,286.2711,206.4052,14.469,9.6926,8.7991,,,5147927.05
2021-01-07,296.6614,213.8967,14.9942,10.0444,9.1185,,,5334772.25
2021-01-08,303.6621,218.9444,15.348,10.2814,9.3337,,,5460664.9
2021-01-11,267.6763,192.9981,13.5292,9.063,8.2276,,,4813542.5
2021-01-12,274.6137,198.0001,13.8798,9.2979,8.4408,,,4938295.85
2021-01-13,278.7952,201.015,14.0912,9.4394,8.5694,,,5013489.65
2021-01-14,272.8714,196.7439,13.7918,9.2389,8.3873,,,4906965.1
2021-01-15,288.5836,208.0725,14.5859,9.7709,8.8702,,,5189511.5
2021-01-18,291.2445,209.9911,14.7204,9.861,8.952,,,5237362.1
2021-01-19,275.5957,198.7081,13.9295,9.3311,8.471,,,4955955.0
2021-01-20,286.9046,206.862,14.5011,9.714,8.8186,,,5159320.05
2021-01-21,286.1444,206.3139,14.4626,9.6883,8.7952,,,5145648.45
2021-01-22,299.9242,216.2493,15.1591,10.1548,9.2188,,,5393446.2
2021-01-25,304.1056,219.2641,15.3705,10.2964,9.3473,,,5468640.0
2021-01-26,304.7392,219.7209,15.4025,10.3179,9.3668,,,5480033.0
2021-01-27,292.7017,211.0417,14.7941,9.9103,8.9968,,,5263566.0
2021-01-28,264.7619,190.8968,13.3819,8.9643,8.138,,,4761134.7
2021-01-29,258.2363,186.1918,13.0521,8.7434,7.9374,,,4643786.8
2021-02-01,269.2602,194.1401,13.6093,9.1166,8.2763,,,4842025.0
