日期,当日成交净买额,买入成交额,卖出成交额,历史累计净买额,当日资金流入,当日余额,持股市值,领涨股,领涨股-涨跌幅,沪深300,沪深300-涨跌幅,领涨股-代码
2014-11-17,120.8233,120.8233,,0.01208233,130.0,,0.0,唐山港,9.98,2474.01,-0.19,601000.SH
2014-11-18,47.1967,49.4367,2.24,0.016802,48.45,81.55,0.0,厦门国贸,10.06,2456.37,-0.71,600755.SH
2014-11-19,24.9677,26.695100000000004,1.7274,0.019298770000000003,26.12,103.88,0.0,君正集团,6.85,2450.99,-0.22,601216.SH
2014-11-20,21.4194,23.0973,1.6779,0.021440709999999998,22.76,107.24,0.0,厦门国贸,9.37,2452.66,0.07,600755.SH
2014-11-21,21.9953,24.305500000000002,2.3102,0.023640240000000003,23.41,106.59,0.0,大众公用,10.02,2486.79,1.39,600635.SH
2014-11-24,58.5647,61.3922,2.8275,0.029496710000000002,69.56,60.44,0.0,北辰实业,10.09,2532.88,1.85,601588.SH
2014-11-25,27.500300000000003,31.3221,3.8218,0.03224674,28.53,101.47,0.0,万业企业,10.08,2567.6,1.37,600641.SH
2014-11-26,31.9261,35.1521,3.2260000000000004,0.035439349999999994,32.95,97.05,0.0,华泰证券,10.03,2604.34,1.43,601688.SH
2014-11-27,28.6866,33.3504,4.6638,0.03830801,29.9,100.1,0.0,同济科技,10.02,2630.49,1.0,600846.SH
2014-11-28,22.4622,30.1424,7.6802,0.040554230000000004,23.45,106.55,0.0,光大银行,10.14,2682.84,1.99,601818.SH
2014-12-01,13.178199999999999,37.8762,24.698,0.04187205,13.98,116.02,0.0,中国东航,10.06,2680.16,-0.1,600115.SH
2014-12-02,31.153299999999998,42.1425,10.9892,0.044987379999999993,33.11,96.89,0.0,重庆水务,10.06,2763.55,3.11,601158.SH
2014-12-03,36.849000000000004,60.4958,23.6468,0.04867228,38.61,91.39,0.0,江西铜业,10.01,2779.53,0.58,600362.SH
2014-12-04,33.5898,46.2754,12.685599999999999,0.052031259999999996,35.21,94.79,0.0,上海石化,10.05,2899.46,4.31,600688.SH
2014-12-05,24.495700000000003,59.8429,35.3472,0.05448083,25.67,104.33,0.0,建设银行,10.04,2937.65,1.32,601939.SH
2014-12-08,14.1599,48.168800000000005,34.0089,0.05589682,16.77,113.23,0.0,中国电建,10.11,3020.26,2.81,601669.SH
2014-12-09,10.241900000000001,56.3163,46.0744,0.05692101,11.59,118.41,0.0,海通证券,7.35,2856.27,-5.43,600837.SH
2014-12-10,18.3643,43.867399999999996,25.5031,0.058757439999999994,19.41,110.59,0.0,厦门国贸,10.02,2940.01,2.93,600755.SH
2014-12-11,9.1477,26.5117,17.364,0.059672209999999996,10.74,119.26,0.0,中国东航,10.09,2925.74,-0.49,600115.SH
2014-12-12,16.924500000000002,33.965,17.040499999999998,0.06136466,18.62,111.38,0.0,四川成渝,10.12,2938.17,0.42,601107.SH
2014-12-15,9.3615,22.238200000000003,12.876700000000001,0.06230081,10.68,119.32,0.0,中国中冶,10.06,2953.42,0.52,601618.SH
2014-12-16,12.2584,27.7236,15.4652,0.06352665,13.18,116.82,0.0,中远海能,10.06,3021.52,2.31,600026.SH
2014-12-17,4.8908,35.7324,30.8416,0.06401573,6.48,123.52,0.0,中远海能,10.04,3061.02,1.31,600026.SH
2014-12-18,18.2988,34.4856,16.1868,0.06584561,19.08,110.92,0.0,中远海能,10.06,3057.52,-0.11,600026.SH
2014-12-19,8.6222,29.3961,20.773899999999998,0.06670783,10.71,119.29,0.0,马钢股份,10.11,3108.6,1.67,600808.SH
2014-12-22,13.238299999999999,39.536100000000005,26.297800000000002,0.06803166,14.28,115.72,0.0,大唐发电,10.05,3127.45,0.61,601991.SH
2014-12-23,5.8668,30.025199999999998,24.1584,0.06861834,6.53,123.47,0.0,中航产融,10.0,3032.61,-3.03,600705.SH
2014-12-29,6.6912,34.5154,27.8242,0.06928746000000001,7.5,122.5,0.0,桐昆股份,10.04,3168.02,0.33,601233.SH
2014-12-30,-6.9615,14.2477,21.2092,0.06859131,-6.3,136.3,0.0,中信银行,10.03,3165.82,-0.07,601998.SH
2014-12-31,-0.2084,21.331999999999997,21.540399999999998,0.06857047,23.12,106.88,0.0,北辰实业,10.11,3234.68,2.18,601588.SH
2015-01-05,20.0227,40.006,19.9833,0.07057274000000001,46.89,83.11,0.0,洛阳钼业,10.06,3350.52,3.58,603993.SH
2015-01-06,-0.23149999999999998,32.4049,32.6364,0.07054959,20.91,109.09,0.0,凯盛新能,10.05,3351.45,0.03,600876.SH
2015-01-07,3.4208,20.434,17.013199999999998,0.07089167,17.53,112.47,0.0,凯盛新能,10.05,3373.95,0.67,600876.SH
2015-01-08,0.5783,22.3142,21.7359,0.0709495,10.78,119.22,0.0,君正集团,10.02,3293.46,-2.39,601216.SH
2015-01-09,14.5318,34.700700000000005,20.1689,0.07240268,16.17,113.83,0.0,辽港股份,10.0,3285.41,-0.24,601880.SH
2015-01-12,-12.7347,21.6452,34.3799,0.07112921000000001,-11.33,141.33,0.0,金证股份,9.75,3229.32,-1.71,600446.SH
2015-01-13,-2.5069,15.7269,18.233800000000002,0.07087852,-1.16,131.16,0.0,白云山,10.0,3235.3,0.19,600332.SH
2015-01-14,5.938400000000001,21.8187,15.8803,0.07147236,7.21,122.79,0.0,隆基绿能,6.42,3222.44,-0.4,601012.SH
2015-01-15,7.0523,27.9148,20.8625,0.07217759,10.08,119.92,0.0,唐山港,10.01,3336.46,3.54,601000.SH
2015-01-16,1.2676,24.7815,23.5139,0.07230435000000002,4.22,125.78,0.0,君正集团,10.04,3376.5,1.2,601216.SH
2015-01-19,-3.4306,26.191300000000002,29.6219,0.07196129,-3.27,133.27,0.0,君正集团,5.22,3116.35,-7.7,601216.SH
2015-01-20,21.4523,49.3584,27.906100000000002,0.07410652,24.24,105.76,0.0,中国中车,10.04,3173.05,1.82,601766.SH
2015-01-21,19.256600000000002,45.802600000000005,26.546,0.07603217999999999,21.35,108.65,0.0,万业企业,10.04,3323.61,4.74,600641.SH
2015-01-22,1.5143,27.8655,26.3512,0.07618361,2.5,127.5,0.0,洛阳钼业,10.0,3343.34,0.59,603993.SH
2015-01-23,2.6151999999999997,27.2363,24.621100000000002,0.07644513,4.24,125.76,0.0,中国太保,8.9,3351.76,0.25,601601.SH
2015-01-26,3.9633999999999996,17.520599999999998,13.5572,0.07684147000000001,5.87,124.13,0.0,金证股份,10.01,3383.18,0.94,600446.SH
2015-01-27,9.0335,27.0214,17.9879,0.07774482,11.37,118.63,0.0,中国巨石,9.95,3352.96,-0.89,600176.SH
2015-01-28,11.4192,23.0297,11.6105,0.07888674000000001,18.32,111.68,0.0,一汽富维,10.01,3305.74,-1.41,600742.SH
2015-01-29,9.7546,32.7513,22.9967,0.0798622,28.86,101.14,0.0,大唐发电,9.37,3262.31,-1.31,601991.SH
2015-01-30,0.2959,17.5168,17.2209,0.07989178999999999,18.16,111.84,0.0,桂冠电力,10.0,3210.36,-1.59,600236.SH
2015-02-02,1.7846000000000002,24.1153,22.3307,0.08007025,23.3612,106.63879999999999,0.0,包钢股份,6.6,3128.3,-2.56,600010.SH
2015-02-03,27.0,36.7981,9.7981,0.08277025,49.58,80.42,0.0,华贸物流,9.97,3204.91,2.45,603128.SH
2015-02-04,10.960999999999999,21.0827,10.121699999999999,0.08386635,21.67,108.33,0.0,君正集团,10.03,3174.13,-0.96,601216.SH
2015-02-05,28.332800000000002,50.5751,22.2423,0.08669963,38.06,91.94,0.0,招商证券,8.13,3136.53,-1.18,600999.SH
2015-02-06,1.6066,24.212600000000002,22.605999999999998,0.08686028999999999,15.4,114.6,0.0,长城汽车,5.27,3075.91,-1.93,601633.SH
2015-02-09,11.183900000000001,25.674,14.4901,0.08797868,19.99,110.01,0.0,三星医疗,10.01,3095.12,0.62,601567.SH
2015-02-10,16.290499999999998,27.2998,11.009300000000001,0.08960773,18.24,111.76,0.0,君正集团,9.64,3141.59,1.5,601216.SH
2015-02-11,13.8157,27.0725,13.2568,0.09098930000000001,17.67,112.33,0.0,恒生电子,10.0,3157.7,0.51,600570.SH
2015-02-12,11.598199999999999,26.2214,14.623199999999999,0.09214911999999999,14.1,115.9,0.0,中国联通,8.37,3173.42,0.5,600050.SH
2015-02-13,19.144000000000002,33.200500000000005,14.056500000000002,0.09406352000000001,21.57,108.43,0.0,爱建集团,10.03,3203.83,0.96,600643.SH
2015-02-16,1.2378,20.313399999999998,19.075599999999998,0.0941873,3.28,126.72,0.0,中国联通,10.1,3222.36,0.58,600050.SH
2015-02-17,2.2129,14.4517,12.238800000000001,0.09440858999999999,4.03,125.97,0.0,安徽建工,10.02,3246.91,0.76,600502.SH
2015-02-25,10.1148,32.524,22.409200000000002,0.09542007000000001,11.73,118.27,0.0,江中药业,10.01,3228.84,-0.56,600750.SH
2015-02-26,-4.5268,29.095399999999998,33.6222,0.09496739,-2.74,132.74,0.0,洛阳钼业,10.03,3298.36,2.15,603993.SH
2015-02-27,6.7247,23.566999999999997,16.8423,0.09563986,8.12,121.88,0.0,君正集团,10.02,3310.3,0.36,601216.SH
2015-03-02,7.4556,32.076100000000004,24.620500000000003,0.09638542,11.27,118.73,0.0,紫江企业,10.08,3336.29,0.78,600210.SH
2015-03-03,0.9386,21.221700000000002,20.2831,0.09647928,6.41,123.59,0.0,紫江企业,10.04,3263.05,-2.2,600210.SH
2015-03-04,3.0537,20.423099999999998,17.3694,0.09678465,6.22,123.78,0.0,爱建集团,10.02,3279.53,0.51,600643.SH
2015-03-05,6.419,25.092,18.673,0.09742655,8.19,121.81,0.0,电科数字,9.96,3248.48,-0.95,600850.SH
2015-03-06,3.897,16.4076,12.5106,0.09781625000000001,4.65,125.35,0.0,中国铝业,10.02,3241.19,-0.22,601600.SH
2015-03-09,5.8871,22.057399999999998,16.1703,0.09840496,6.65,123.35,0.0,南京银行,10.02,3302.41,1.89,601009.SH
2015-03-10,0.5295000000000001,16.9405,16.410999999999998,0.09845791000000001,1.03,128.97,0.0,上海医药,10.0,3286.07,-0.49,601607.SH
2015-03-11,8.7582,26.6629,17.904700000000002,0.09933373,9.6,120.4,0.0,海尔智家,9.99,3290.9,0.15,600690.SH
2015-03-12,15.8187,38.5351,22.7164,0.10091560000000001,17.19,112.81,0.0,片仔癀,10.0,3349.32,1.78,600436.SH
2015-03-13,15.84,34.2301,18.3901,0.10249960000000001,16.64,113.36,0.0,南方航空,10.05,3372.91,0.7,600029.SH
2015-03-16,13.7416,31.1706,17.429000000000002,0.10387376,15.2,114.8,0.0,南方航空,10.06,3449.31,2.26,600029.SH
2015-03-17,21.1135,46.788900000000005,25.6754,0.10598511000000001,23.24,106.76,0.0,中远海发,10.07,3502.85,1.55,601866.SH
2015-03-18,15.9056,42.346599999999995,26.441,0.10757566999999998,17.4,112.6,0.0,辽港股份,10.09,3577.3,2.13,601880.SH
2015-03-19,0.616,38.8036,38.1876,0.10763727000000001,2.08,127.92,0.0,中国中铁,10.01,3582.27,0.14,601390.SH
2015-03-20,11.4111,49.8987,38.4876,0.10877838000000002,15.49,114.51,0.0,三星医疗,10.0,3617.32,0.98,601567.SH
2015-03-23,18.6604,53.922399999999996,35.262,0.11064442,21.42,108.58,0.0,山鹰国际,10.14,3687.73,1.95,600567.SH
2015-03-24,-16.462,44.098,60.56,0.10899821999999999,-15.52,145.52,0.0,中国中铁,10.04,3691.41,0.1,601390.SH
2015-03-25,-0.3109,39.539,39.8499,0.10896713,0.94,129.06,0.0,健康元,10.0,3660.73,-0.83,600380.SH
2015-03-26,-10.1401,35.8397,45.9798,0.10795311999999999,-9.17,139.17,0.0,海油工程,10.02,3682.1,0.58,600583.SH
2015-03-27,1.0671,29.5298,28.462699999999998,0.10805983000000001,2.11,127.89,0.0,国电南瑞,10.02,3691.1,0.24,600406.SH
2015-03-30,-12.501800000000001,37.3654,49.867200000000004,0.10680964999999999,-10.85,140.85,0.0,保利发展,10.03,3786.57,2.59,600048.SH
2015-03-31,-13.908900000000001,33.5943,47.5032,0.10541876,-12.73,142.73,0.0,隆基绿能,10.0,3747.9,-1.02,601012.SH
2015-04-01,-0.1437,31.8581,32.001799999999996,0.10540438999999999,3.59,126.41,0.0,中国联通,10.05,3810.29,1.66,600050.SH
2015-04-08,-40.210100000000004,45.783100000000005,85.9932,0.10138338,-35.05,165.05,0.0,健康元,10.02,3994.81,0.84,600380.SH
2015-04-09,-50.818999999999996,34.515100000000004,85.33409999999999,0.09630148,-49.79,179.79,0.0,健康元,10.02,3957.53,-0.93,600380.SH
2015-04-10,-8.8493,32.549299999999995,41.398599999999995,0.09541655,-6.14,136.14,0.0,内蒙一机,10.01,4034.31,1.94,600967.SH
2015-04-13,9.31250000000001,42.6422,33.329699999999995,0.09634780000000001,12.06,117.94,0.0,招商银行,10.03,4121.72,2.17,600036.SH
2015-04-14,4.2818000000000005,37.8921,33.6103,0.09677598,6.16,123.84,0.0,中国中铁,10.02,4135.56,0.34,601390.SH
2015-04-15,10.293299999999999,43.6049,33.3116,0.09780530999999999,11.48,118.52,0.0,中国中车,10.02,4084.16,-1.24,601766.SH
2015-04-16,15.7445,45.3188,29.574299999999997,0.09937976,19.45,110.55,0.0,东方电气,10.02,4194.82,2.71,600875.SH
2015-04-17,15.965399999999999,58.9429,42.9775,0.1009763,18.03,111.97,0.0,北辰实业,10.07,4287.3,2.2,601588.SH
2015-04-20,-11.4778,51.156000000000006,62.6338,0.09982852,-10.23,140.23,0.0,中远海发,10.06,4217.08,-1.64,601866.SH
2015-04-21,13.8645,41.7054,27.8409,0.10121497,17.22,112.78,0.0,包钢股份,10.08,4293.62,1.82,600010.SH
2015-04-22,7.01129999999999,49.381899999999995,42.3706,0.10191610000000001,8.35,121.65,0.0,中国中冶,10.04,4398.49,2.44,601618.SH
2015-04-23,-7.3913,35.4199,42.8112,0.10117697,-3.76,133.76,0.0,马钢股份,10.05,4414.51,0.36,600808.SH
2015-04-24,0.2955,37.7411,37.4456,0.10120652,7.36,122.64,0.0,中国电建,10.04,4393.69,-0.47,601669.SH
2015-04-27,10.648599999999998,52.257,41.6084,0.10227138,12.55,117.45,0.0,上海石化,10.06,4527.4,3.04,600688.SH
2015-04-28,-2.6124,41.475100000000005,44.0875,0.10201014,-1.68,131.68,0.0,中远海发,10.05,4476.22,-1.13,601866.SH
2015-04-29,2.7586,42.2341,39.475500000000004,0.102286,7.64,122.36,0.0,中炬高新,10.03,4476.62,0.01,600872.SH
2015-04-30,-4.4357999999999995,33.2018,37.6376,0.10184241999999999,-3.35,133.35,0.0,中炬高新,10.03,4441.66,-0.78,600872.SH
2015-05-04,0.4386,29.6131,29.1745,0.10188628,5.34,124.66,0.0,华电国际,10.06,4480.46,0.87,600027.SH
2015-05-05,7.773300000000001,39.3905,31.617199999999997,0.10266360999999999,8.33,121.67,0.0,中海油服,6.18,4298.71,-4.06,601808.SH
2015-05-06,4.1623,44.2934,40.1311,0.10307983999999999,7.12,122.88,0.0,金证股份,10.0,4229.27,-1.62,600446.SH
2015-05-07,25.631700000000002,48.7505,23.1188,0.10564301000000001,26.47,103.53,0.0,和邦生物,5.49,4112.21,-2.77,603077.SH
2015-05-08,7.653200000000001,34.3356,26.682399999999998,0.10640833,11.67,118.33,0.0,上海贝岭,10.0,4205.92,2.28,600171.SH
2015-05-11,-0.763,33.132600000000004,33.8956,0.10633203000000001,0.37,129.63,0.0,健康元,10.02,4333.58,3.04,600380.SH
2015-05-12,-4.0679,32.249,36.316900000000004,0.10592524,-2.74,132.74,0.0,桐昆股份,10.01,4401.22,1.56,601233.SH
2015-05-13,-4.0242,31.9278,35.952,0.10552282,-3.31,133.31,0.0,凯盛新能,10.04,4375.76,-0.58,600876.SH
2015-05-14,-1.8602,22.485,24.3452,0.1053368,-1.09,131.09,0.0,包钢股份,10.08,4378.31,0.06,600010.SH
2015-05-15,5.0123,32.2133,27.201,0.10583803,5.97,124.03,0.0,凯盛新能,10.03,4308.69,-1.59,600876.SH
2015-05-18,11.020299999999999,30.8995,19.8792,0.10694005999999999,12.47,117.53,0.0,通威股份,10.03,4283.49,-0.58,600438.SH
2015-05-19,20.0327,38.388600000000004,18.3559,0.10894332999999999,22.15,107.85,0.0,联创光电,10.02,4417.55,3.13,600363.SH
2015-05-20,27.7194,54.6651,26.945700000000002,0.11171527,29.36,100.64,0.0,万业企业,10.05,4446.29,0.65,600641.SH
2015-05-21,18.2344,48.5272,30.292800000000003,0.11353871000000001,20.12,109.88,0.0,中远海发,10.05,4529.42,1.87,601866.SH
2015-05-26,34.1038,106.9428,72.839,0.11694909,35.88,94.12,0.0,青岛啤酒,10.0,4910.9,2.02,600600.SH
2015-05-27,1.8295000000000101,60.008900000000004,58.179399999999994,0.11713203999999998,3.43,126.57,0.0,大众公用,10.03,4941.71,0.63,600635.SH
2015-05-28,-31.748800000000003,57.711000000000006,89.4598,0.11395716,-31.25,161.25,0.0,紫金矿业,10.07,4620.27,-6.5,601899.SH
2015-05-29,21.1066,78.3511,57.244499999999995,0.11606782,22.95,107.05,0.0,国电南瑞,10.02,4611.74,-0.18,600406.SH
2015-06-01,17.1735,63.412,46.2385,0.11778517,19.34,110.66,0.0,深圳燃气,10.04,4828.74,4.71,601139.SH
2015-06-02,2.2936,56.2808,53.9872,0.11801452999999999,4.81,125.19,0.0,南京熊猫,10.02,4910.53,1.69,600775.SH
2015-06-03,0.3155,62.396800000000006,62.0813,0.11804608000000001,2.18,127.82,0.0,重庆水务,10.03,4909.98,-0.01,601158.SH
2015-06-04,-10.937100000000001,56.194399999999995,67.1315,0.11695237,-2.6,132.6,0.0,洛阳钼业,10.03,4947.1,0.76,603993.SH
2015-06-05,-13.8974,42.699,56.5964,0.11556263000000001,-6.09,136.09,0.0,桂冠电力,10.04,5023.1,1.54,600236.SH
2015-06-08,-12.9,51.9547,64.85470000000001,0.11427263,-5.4,135.4,0.0,中国国航,10.04,5131.88,2.17,601111.SH
2015-06-09,-15.288,46.4054,61.693400000000004,0.11274383,-12.62,142.62,0.0,光明乳业,10.02,5113.53,-0.36,600597.SH
2015-06-10,14.0119,55.2272,41.2153,0.11414502,17.39,112.61,0.0,厦门国贸,10.01,5106.04,-0.15,600755.SH
2015-06-11,-10.455499999999999,42.227799999999995,52.6833,0.11309947,-8.66,138.66,0.0,浦东建设,10.01,5121.59,0.3,600284.SH
2015-06-12,13.087200000000001,56.983999999999995,43.896800000000006,0.11440819,15.48,114.52,0.0,中船防务,10.0,5166.35,0.87,600685.SH
2015-06-15,-12.539000000000001,44.54,57.07899999999999,0.11315428999999999,-11.47,141.47,0.0,方大特钢,10.01,5062.99,-2.0,600507.SH
2015-06-16,-0.44700000000001,42.624399999999994,43.071400000000004,0.11310959,0.65,129.35,0.0,山鹰国际,9.94,4887.43,-3.47,600567.SH
2015-06-17,-10.6985,32.7529,43.45140000000001,0.11203974000000001,-8.61,138.61,0.0,华电国际,10.03,4967.9,1.65,600027.SH
2015-06-18,5.444299999999999,35.0499,29.6056,0.11258417,6.57,123.43,0.0,南方航空,7.96,4785.36,-3.67,600029.SH
2015-06-19,77.3166,113.156,35.8394,0.12031583,78.04,51.96,0.0,航发动力,2.96,4478.36,-6.42,600893.SH
2015-06-23,68.36359999999999,130.8816,62.518,0.12715219,70.66,59.34,0.0,中国东航,10.04,4576.49,2.19,600115.SH
2015-06-24,-31.655700000000003,52.103699999999996,83.7594,0.12398661999999999,-30.39,160.39,0.0,广深铁路,10.04,4690.15,2.48,601333.SH
2015-06-25,-36.3212,43.051899999999996,79.37310000000001,0.1203545,-35.56,165.56,0.0,华电国际,7.09,4527.78,-3.46,600027.SH
2015-06-26,31.202399999999997,68.6414,37.439,0.12347474,32.44,97.56,0.0,节能风电,9.71,4192.87,-7.4,601016.SH
2015-06-29,-15.134,68.9557,84.0897,0.12196134,-13.33,143.33,0.0,中国国航,10.03,4053.03,-3.34,601111.SH
2015-07-02,27.08,81.9965,54.9165,0.12466933999999999,28.09,101.91,0.0,太极实业,10.03,3912.77,-3.48,600667.SH
2015-07-03,69.7986,120.3635,50.564899999999994,0.13164920000000002,71.46,58.54,0.0,深高速,10.06,3686.92,-5.77,600548.SH
2015-07-06,-135.2322,49.3241,184.55630000000002,0.11812598,-133.85,263.85,0.0,金地集团,10.04,3775.91,2.41,600383.SH
2015-07-07,-103.5783,52.9412,156.5195,0.10776815,-102.56,232.56,0.0,民生银行,10.05,3727.12,-1.29,600016.SH
2015-07-08,-66.2613,38.2464,104.5077,0.10114202,-65.87,195.87,0.0,达仁堂,6.97,3507.19,-5.9,600329.SH
2015-07-09,-37.5711,35.42,72.9911,0.09738491,-34.75,164.75,0.0,马钢股份,10.13,3709.33,5.76,600808.SH
2015-07-10,-28.508200000000002,27.633499999999998,56.1417,0.09453408999999999,-23.66,153.66,0.0,北辰实业,10.1,3877.8,4.54,601588.SH
2015-07-13,-23.018600000000003,31.1813,54.1999,0.09223223,-15.88,145.88,0.0,马钢股份,10.09,3970.39,2.39,600808.SH
2015-07-14,-15.722000000000001,34.3377,50.0597,0.09066002999999999,-10.47,140.47,0.0,精达股份,10.08,3924.49,-1.16,600577.SH
2015-07-15,-3.3362,28.254,31.5902,0.09032641,-2.75,132.75,0.0,太极实业,10.08,3805.7,-3.03,600667.SH
2015-07-16,-5.2989999999999995,20.581,25.88,0.08979651,-4.59,134.59,0.0,中国重工,10.04,3823.18,0.46,601989.SH
2015-07-17,1.9485,25.414,23.465500000000002,0.08999135999999999,2.98,127.02,0.0,皖通高速,10.05,3957.35,3.51,600012.SH
2015-07-20,-3.7824,25.2049,28.9873,0.08961311999999999,-2.74,132.74,0.0,隧道股份,10.04,3992.11,0.88,600820.SH
2015-07-21,-6.7101999999999995,19.1563,25.866500000000002,0.08894210000000001,-4.33,134.33,0.0,山东高速,10.05,4017.67,0.64,600350.SH
2015-07-22,-6.2339,22.215300000000003,28.4492,0.08831871000000001,-4.34,134.34,0.0,一拖股份,10.03,4026.05,0.21,601038.SH
2015-07-23,3.3360000000000003,26.4883,23.1523,0.08865231,4.94,125.06,0.0,北辰实业,10.06,4123.92,2.43,601588.SH
2015-07-24,-0.6615000000000001,25.8162,26.4777,0.08858616000000001,0.09,129.91,0.0,山鹰国际,10.11,4070.91,-1.29,600567.SH
2015-07-27,-1.5371000000000001,25.7621,27.2992,0.08843245,-1.48,131.48,0.0,光明乳业,0.91,3725.56,-8.48,600597.SH
2015-07-28,24.5827,66.9816,42.398900000000005,0.09089072,26.65,103.35,0.0,凯盛新能,10.02,3663.0,-1.68,600876.SH
2015-07-29,-6.4486,26.2082,32.6568,0.09024586000000001,-4.87,134.87,0.0,中远海控,10.05,3789.17,3.44,601919.SH
2015-07-30,-2.0587,19.0305,21.0892,0.09003999,-0.61,130.61,0.0,中航机载,9.88,3705.77,-2.2,600372.SH
2015-07-31,4.2726999999999995,21.3927,17.12,0.09046726,5.27,124.73,0.0,金隅集团,7.4,3663.73,-1.13,601992.SH
2015-08-03,-21.991500000000002,14.5029,36.4944,0.08826811,-21.37,151.37,0.0,重庆燃气,10.03,3622.91,-1.11,600917.SH
2015-08-04,-3.6768,18.4283,22.105100000000004,0.08790042999999999,-2.74,132.74,0.0,紫江企业,10.1,3756.54,3.69,600210.SH
2015-08-05,0.0591,17.0671,17.008,0.08790634,0.74,129.26,0.0,凯盛新能,10.01,3694.57,-1.65,600876.SH
2015-08-06,2.0893,13.066500000000001,10.9772,0.08811527000000001,3.48,126.52,0.0,同济科技,10.04,3661.54,-0.89,600846.SH
2015-08-07,7.7587,20.263099999999998,12.5044,0.08889114,8.74,121.26,0.0,中远海能,10.03,3744.2,2.26,600026.SH
2015-08-10,1.7668000000000001,22.3819,20.6151,0.08906782,3.42,126.58,0.0,中国铝业,10.08,3928.42,4.92,601600.SH
2015-08-11,6.5727,26.4084,19.8357,0.08972509,7.81,122.19,0.0,中船防务,10.0,3927.91,-0.01,600685.SH
2015-08-12,-2.0065,23.0658,25.0723,0.08952444000000001,-0.71,130.71,0.0,山东黄金,10.01,3886.32,-1.06,600547.SH
2015-08-13,1.6698,19.586199999999998,17.9164,0.08969142,3.0,127.0,0.0,有研新材,10.03,3954.56,1.76,600206.SH
2015-08-14,-0.22219999999999998,20.4241,20.6463,0.0896692,0.67,129.33,0.0,达仁堂,10.02,3965.33,0.27,600329.SH
2015-08-17,-5.8436,13.3525,19.196099999999998,0.08908484,-4.36,134.36,0.0,安徽建工,10.02,3993.67,0.71,600502.SH
2015-08-18,-4.8258,18.9054,23.731199999999998,0.08860225999999999,-4.42,134.42,0.0,君正集团,10.01,3748.16,-6.15,601216.SH
2015-08-19,0.1653,24.485,24.319699999999997,0.08861878999999999,2.02,127.98,0.0,生益科技,10.05,3794.11,1.23,600183.SH
2015-08-20,-8.3861,13.431600000000001,21.8177,0.08778018,-6.61,136.61,0.0,中国国贸,9.98,3664.29,-3.42,600007.SH
2015-08-21,-9.2285,20.539699999999996,29.7682,0.08685733,-7.74,137.74,0.0,浙江医药,3.33,3507.74,-4.27,600216.SH
2015-08-24,81.48819999999999,103.4831,21.994899999999998,0.09500615,82.62,47.38,0.0,旗滨集团,10.0,3209.91,-8.49,601636.SH
2015-08-25,79.81439999999999,101.5567,21.7423,0.10298759,80.71,49.29,0.0,上港集团,8.22,2964.97,-7.63,600018.SH
2015-08-26,73.9709,102.4147,28.4438,0.11038468,75.0,55.0,0.0,旗滨集团,9.96,2927.29,-1.27,601636.SH
2015-08-27,47.127700000000004,67.204,20.0763,0.11509745,48.99,81.01,0.0,中信银行,10.09,3083.59,5.34,601998.SH
2015-08-28,-25.491999999999997,28.6833,54.1753,0.11254825,-24.1,154.1,0.0,三友化工,10.06,3232.35,4.82,600409.SH
2015-08-31,-6.4947,21.460700000000003,27.9554,0.11189877999999999,-5.45,135.45,0.0,中航机载,10.02,3205.99,-0.82,600372.SH
2015-09-01,-12.890999999999998,22.904600000000002,35.7956,0.11060968,-11.91,141.91,0.0,建设银行,8.7,3166.62,-1.23,601939.SH
2015-09-02,-30.4361,24.610599999999998,55.0467,0.10756607000000001,-29.97,159.97,0.0,工商银行,10.0,3160.17,-0.2,601398.SH
2015-09-07,-1.7682,21.629499999999997,23.3977,0.10738924999999999,-0.86,130.86,0.0,中科曙光,9.99,3080.42,-2.52,603019.SH
2015-09-08,43.788599999999995,58.6536,14.865,0.11176811,45.15,84.85,0.0,豫园股份,10.03,3170.45,2.92,600655.SH
2015-09-09,-29.8587,29.1152,58.9739,0.10878224,-27.67,157.67,0.0,四川成渝,10.11,3243.09,2.29,601107.SH
2015-09-10,29.083000000000002,40.037,10.954,0.11169053999999999,31.71,98.29,0.0,电科数字,6.64,3197.89,-1.39,600850.SH
2015-09-11,-0.6945,12.566300000000002,13.2608,0.11162109,0.66,129.34,0.0,隧道股份,10.02,3200.23,0.07,600820.SH
2015-09-14,-7.204,12.446800000000001,19.6508,0.11090069000000001,-6.54,136.54,0.0,三一重工,10.03,3114.8,-2.67,600031.SH
2015-09-15,10.3902,22.355999999999998,11.9658,0.11193971000000001,11.17,118.83,0.0,贵研铂业,5.82,3005.17,-3.52,600459.SH
2015-09-16,17.2541,27.9734,10.7193,0.11366512000000001,19.04,110.96,0.0,盘江股份,10.07,3152.26,4.89,600395.SH
2015-09-17,3.4549000000000003,17.0259,13.571,0.11401061,4.05,125.95,0.0,中科曙光,8.42,3086.06,-2.1,603019.SH
2015-09-18,23.8367,39.5326,15.6959,0.11639428,26.85,103.15,0.0,同济科技,10.04,3097.92,0.38,600846.SH
2015-09-21,5.494299999999999,19.6023,14.107999999999999,0.11694371,6.57,123.43,0.0,陆家嘴,10.0,3156.54,1.89,600663.SH
2015-09-22,-1.3232,19.1397,20.4629,0.11681139,0.93,129.07,0.0,老白干酒,10.0,3185.62,0.92,600559.SH
